#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
5.5%,277500,1110.0000000013995,-3527341.6939071566,574659.5861787552,310.540770144507,221,2:02:57
5.6%,280000,1120.000000001163,-3528400.804283805,575076.8215131024,310.76624029270596,221,2:02:54
5.7%,282500,1130.0000000009265,-3528832.0479028616,576310.408415838,311.4328593416685,221,2:02:50
5.7%,285000,1140.00000000069,-3527994.324901106,577005.3192463769,311.80838278143614,221,2:02:46
5.8%,287500,1150.0000000004536,-3526377.9190038536,575761.6607161111,311.1363211173236,221,2:02:41
5.8%,290000,1160.0000000002171,-3527195.347476175,575076.4511759634,310.76604016591244,221,2:02:39
5.8%,292500,1169.9999999999807,-3527430.647167446,578206.2514171221,312.457355512709,221,2:02:35
5.9%,295000,1179.9999999997442,-3529529.1959374864,572370.2433834871,309.3036302936002,221,2:02:31
6.0%,297500,1189.9999999995077,-3528216.2144240104,577998.8589549174,312.34528252813834,221,2:02:28
6.0%,300000,1199.9999999992713,-3523044.1582325045,577092.9066800862,311.8557142273447,221,2:02:24
6.0%,302500,1209.9999999990348,-3524947.5817008875,575082.3356270301,310.7692200693024,221,2:02:20
6.1%,305000,1219.9999999987983,-3530364.5520865824,575030.673837261,310.74130251190354,221,2:02:17
6.2%,307500,1229.9999999985619,-3529761.6008357704,577200.7317426684,311.91398190229614,221,2:02:13
6.2%,310000,1239.9999999983254,-3529447.8736461345,575867.798978128,311.1936772607192,221,2:02:09
6.2%,312500,1249.999999998089,-3529584.014155077,574423.0761216781,310.4129622787059,221,2:02:05
6.3%,315000,1259.9999999978525,-3530124.4957623314,575540.6065105645,311.0168654519434,221,2:02:01
6.3%,317500,1269.999999997616,-3530117.3694731276,576452.6403071384,311.50972015131276,221,2:01:57
6.4%,320000,1279.9999999973795,-3529362.825794453,574508.8383857966,310.45930741970636,221,2:01:53
6.5%,322500,1289.999999997143,-3530512.929673532,575648.9761535539,311.0754274131524,221,2:01:50
6.5%,325000,1299.9999999969066,-3527801.0901904274,575142.1601002344,310.8015486659693,221,2:01:46
6.5%,327500,1309.99999999667,-3527700.5039006975,578131.3185489369,312.41686247795406,221,2:01:42
6.6%,330000,1319.9999999964336,-3529521.115213843,574519.7214980657,310.46518855376706,221,2:01:39
6.7%,332500,1329.9999999961972,-3532013.096895298,575927.9100593594,311.2261607377355,221,2:01:35
6.7%,335000,1339.9999999959607,-3526719.3673133794,576099.8236532225,311.31906126723254,221,2:01:31
6.8%,337500,1349.9999999957242,-3527120.674418673,574965.9751310267,310.70633992440895,221,2:01:28
6.8%,340000,1359.9999999954878,-3529570.1685242653,576296.1865658346,311.4251739843558,221,2:01:24
6.8%,342500,1369.9999999952513,-3529308.914012667,574649.4116261525,310.53527190959176,221,2:01:20
6.9%,345000,1379.9999999950148,-3528746.675355509,575093.5419266445,310.7752758508405,221,2:01:17
7.0%,347500,1389.9999999947784,-3531736.423879536,574646.6350780934,310.53377148848443,221,2:01:12
7.0%,350000,1399.999999994542,-3526639.3482395113,574954.9330843699,310.70037290366264,221,2:01:08
7.0%,352500,1409.9999999943054,-3530009.373638762,577172.5200898873,311.89873658386347,221,2:01:05
7.1%,355000,1419.999999994069,-3529960.208064828,576049.2810922158,311.2917485307924,221,2:01:01
7.2%,357500,1429.9999999938325,-3526479.9712945074,576961.9152590937,311.7849276647681,221,2:00:57
7.2%,360000,1439.999999993596,-3527398.1972558796,574648.0204184309,310.5345201136978,221,2:00:53
7.2%,362500,1449.9999999933596,-3529272.5552261304,578165.8900667606,312.4355446091292,221,2:00:49
7.3%,365000,1459.999999993123,-3527349.2333093416,574606.70972706,310.51219619494304,221,2:00:45
7.3%,367500,1469.9999999928866,-3529314.3100504708,575992.4343890292,311.2610290937338,221,2:00:42
7.4%,370000,1479.9999999926501,-3530433.5283667203,577245.8216291219,311.9383480634144,221,2:00:38
7.5%,372500,1489.9999999924137,-3529386.063892897,575906.4616577777,311.2145702182249,221,2:00:34
7.5%,375000,1499.9999999921772,-3529219.895675907,575818.4655281678,311.1670179167998,221,2:00:31
7.5%,377500,1509.9999999919407,-3527696.733774727,577148.2937444502,311.88564488897003,221,2:00:27
7.6%,380000,1519.9999999917043,-3528120.9057718404,574970.4664308481,310.7087669816425,221,2:00:23
7.7%,382500,1529.9999999914678,-3531266.440224925,576348.8589029664,311.4536376322817,221,2:00:19
7.7%,385000,1539.9999999912313,-3529974.6765663717,575356.4053193526,310.9173248175291,221,2:00:15
7.8%,387500,1549.9999999909949,-3527071.5455294643,575099.4936779046,310.7784921226377,221,2:00:11
7.8%,390000,1559.9999999907584,-3527184.937820643,573676.2730032679,310.0093967224789,221,2:00:06
7.8%,392500,1569.999999990522,-3528796.910942346,574325.0229158769,310.35997522554095,221,2:00:03
7.9%,395000,1579.9999999902855,-3529514.6782498676,575446.4828783298,310.9660019042954,221,1:59:59
8.0%,397500,1589.999999990049,-3529845.9421638865,575396.396161408,310.9389355018182,221,1:59:55
8.0%,400000,1599.9999999898125,-3527578.7354116794,577159.8077950154,311.89186697629964,221,1:59:51
8.1%,402500,1609.999999989576,-3528281.4890851937,573836.6678891719,310.09607264783335,221,1:59:47
8.1%,405000,1619.9999999893396,-3525399.2949460987,574700.6155384132,310.56294203418423,221,1:59:44
8.2%,407500,1629.9999999891031,-3527609.5709563717,576796.6845551839,311.6956385077127,221,1:59:40
8.2%,410000,1639.9999999888666,-3531141.42999389,575697.9640487216,311.10190002243104,221,1:59:36
8.2%,412500,1649.9999999886302,-3529135.6435047947,574850.8952024975,310.64415178643446,221,1:59:32
8.3%,415000,1659.9999999883937,-3529417.9896725174,575182.8335761067,310.8235282393125,221,1:59:28
8.3%,417500,1669.9999999881572,-3530944.526453322,576834.0756367283,311.7158443052642,221,1:59:24
8.4%,420000,1679.9999999879208,-3531240.403728191,576430.0360924877,311.49750504101974,221,1:59:20
8.4%,422500,1689.9999999876843,-3529228.6698356513,576496.2169409567,311.53326856458506,221,1:59:16
8.5%,425000,1699.9999999874478,-3532363.727444878,576864.9381139501,311.7325221049138,221,1:59:12
8.6%,427500,1709.9999999872114,-3533668.4015496466,576191.2229425657,311.368452604967,221,1:59:09
8.6%,430000,1719.999999986975,-3530365.575840302,575234.4002120375,310.85139437644983,221,1:59:05
8.7%,432500,1729.9999999867384,-3529592.112737788,576520.1582795004,311.5462062443671,221,1:59:01
8.7%,435000,1739.999999986502,-3526378.990423659,576012.0085332015,311.2716067817292,221,1:58:57
8.8%,437500,1749.9999999862655,-3527400.0737880897,577614.8359327804,312.1377600088662,221,1:58:53
8.8%,440000,1759.999999986029,-3530108.981399603,578560.3400829772,312.64870178037546,221,1:58:49
8.8%,442500,1769.9999999857926,-3527102.5897349343,577094.1340162534,311.85637746855355,221,1:58:45
8.9%,445000,1779.999999985556,-3527699.1511226743,576251.292891351,311.4009138543866,221,1:58:41
8.9%,447500,1789.9999999853196,-3531580.415076481,575461.5267671258,310.97413148383265,221,1:58:37
9.0%,450000,1799.9999999850832,-3527813.316108711,575692.2867616164,311.098832068546,221,1:58:33
9.1%,452500,1809.9999999848467,-3527842.9062626995,576764.1237732515,311.67804295977277,221,1:58:30
9.1%,455000,1819.9999999846102,-3529319.4622388203,575776.6400487705,311.14441581131666,221,1:58:26
9.2%,457500,1829.9999999843737,-3529784.341371568,575384.8934849172,310.9327195609341,221,1:58:22
9.2%,460000,1839.9999999841373,-3527957.0283674356,576642.7422531974,311.6124494995303,221,1:58:18
9.2%,462500,1849.9999999839008,-3530473.202962991,576682.7210971822,311.63405370017216,221,1:58:14
9.3%,465000,1859.9999999836643,-3531908.4651366808,574961.3272709441,310.70382826344604,221,1:58:10
9.3%,467500,1869.9999999834279,-3527549.7292163223,573658.1062833602,309.9995795936485,221,1:58:06
9.4%,470000,1879.9999999831914,-3531467.088286601,573886.7124681032,310.12311627932695,221,1:58:02
9.4%,472500,1889.999999982955,-3526850.167849725,578768.8989249305,312.7614050658654,221,1:57:58
9.5%,475000,1899.9999999827185,-3529704.7374421284,574362.0328136026,310.3799750348525,221,1:57:54
9.6%,477500,1909.999999982482,-3528218.2559644263,573323.8239992775,309.81893651304665,221,1:57:50
9.6%,480000,1919.9999999822455,-3525215.093289202,575203.831697481,310.83487543152853,221,1:57:46
9.7%,482500,1929.999999982009,-3528276.401627606,573174.4897030701,309.7382376289271,221,1:57:42
9.7%,485000,1939.9999999817726,-3527372.1628055684,575962.0973057048,311.24463521212795,221,1:57:39
9.8%,487500,1949.9999999815361,-3527803.564455133,574847.3785325731,310.64225141025884,221,1:57:35
9.8%,490000,1959.9999999812997,-3529462.9881801363,575226.6401861038,310.8472009296027,221,1:57:31
9.8%,492500,1969.9999999810632,-3526209.913354818,574722.7848110888,310.57492210582285,221,1:57:27
9.9%,495000,1979.9999999808267,-3529186.049493855,576902.3571267683,311.7527429962695,221,1:57:23
9.9%,497500,1989.9999999805902,-3528354.965748038,576229.3442965365,311.3890530350403,221,1:57:18
10.0%,500000,1999.9999999803538,-3530845.9606860243,575275.6765247951,310.87369971731727,221,1:57:14
10.1%,502500,2009.9999999801173,-3530866.4270027056,575703.5795748595,311.10493460125576,221,1:57:12
10.1%,505000,2019.9999999798808,-3527575.0026053265,577728.6750580809,312.1992776281554,221,1:57:08
10.2%,507500,2029.9999999796444,-3527689.8761676326,572773.694479908,309.5216515660396,221,1:57:04
10.2%,510000,2039.999999979408,-3526371.3131870404,576099.241945309,311.3187469176109,221,1:57:00
10.2%,512500,2049.9999999791717,-3530282.8340146244,576089.9696209936,311.31373623858775,221,1:56:56
10.3%,515000,2059.999999978935,-3524638.8782593776,575956.8774837663,311.24181446822354,221,1:56:53
10.3%,517500,2069.9999999786987,-3527993.4650336374,574739.0178636578,310.58369429855713,221,1:56:49
10.4%,520000,2079.9999999784623,-3527964.332615236,575020.5528818545,310.73583324042147,221,1:56:45
10.4%,522500,2089.999999978226,-3529717.849445369,577719.5406444743,312.19434147481445,221,1:56:41
10.5%,525000,2099.9999999779893,-3526786.899574235,575989.4203968055,311.2594003599776,221,1:56:37
10.6%,527500,2109.999999977753,-3530473.2313336916,576499.4650992063,311.5350238395142,221,1:56:34
10.6%,530000,2119.9999999775164,-3533734.565580381,574565.4825506945,310.4899174069312,221,1:56:30
10.7%,532500,2129.99999997728,-3528583.639769772,574194.9661822484,310.28969375944365,221,1:56:26
10.7%,535000,2139.9999999770434,-3528663.382272383,575263.9656681783,310.8673712778023,221,1:56:22
10.8%,537500,2149.999999976807,-3526084.5891884323,575595.7616246068,311.04667076974204,221,1:56:19
10.8%,540000,2159.9999999765705,-3530898.286875041,575589.5180973413,311.04329682486735,221,1:56:15
10.8%,542500,2169.999999976334,-3532175.0203102864,574257.4876106455,310.3234797659629,221,1:56:11
10.9%,545000,2179.9999999760976,-3529958.103918707,574788.9737705367,310.6106900124869,221,1:56:08
10.9%,547500,2189.999999975861,-3530861.814859798,576557.5526015561,311.56641379306114,221,1:56:04
11.0%,550000,2199.9999999756246,-3530638.6543657295,576350.1740856406,311.4543483449372,221,1:56:00
11.1%,552500,2209.999999975388,-3529879.7113952935,574885.4486727219,310.6628241648524,221,1:55:56
11.1%,555000,2219.9999999751517,-3530349.403288398,575623.3160899803,311.0615609501267,221,1:55:52
11.2%,557500,2229.999999974915,-3531302.9804331735,575975.2638695281,311.2517503024669,221,1:55:48
11.2%,560000,2239.9999999746788,-3528824.1644798834,575618.1227117615,311.058754496166,221,1:55:44
11.2%,562500,2249.9999999744423,-3528787.9357375354,576310.5303774187,311.4329252485882,221,1:55:40
11.3%,565000,2259.999999974206,-3528629.5970151443,577086.4325902637,311.8522156885788,221,1:55:37
11.3%,567500,2269.9999999739694,-3531086.492147753,576625.1745776196,311.60295608876197,221,1:55:33
11.4%,570000,2279.999999973733,-3531123.9436334074,575943.0263598587,311.23432944789306,221,1:55:29
11.4%,572500,2289.9999999734964,-3527188.6166486572,575672.321992004,311.0880432901452,221,1:55:25
11.5%,575000,2299.99999997326,-3525842.4489448257,575947.0954698811,311.2365283576312,221,1:55:21
11.6%,577500,2309.9999999730235,-3528311.702983748,578289.606687321,312.50239993626985,221,1:55:17
11.6%,580000,2319.999999972787,-3531611.2016651537,577364.9955690777,312.00274856761746,221,1:55:13
11.7%,582500,2329.9999999725505,-3530055.0944667812,576429.9611174422,311.4974645251927,221,1:55:09
11.7%,585000,2339.999999972314,-3528232.479910562,576681.1522825361,311.63320592712506,221,1:55:05
11.8%,587500,2349.9999999720776,-3526169.514351066,574280.9101508675,310.3361370918898,221,1:55:01
11.8%,590000,2359.999999971841,-3531207.2431957293,574406.6245961795,310.404072025204,221,1:54:57
11.8%,592500,2369.9999999716047,-3533969.67004559,576325.8608943071,311.44120971931795,221,1:54:53
11.9%,595000,2379.999999971368,-3528712.1133940164,577770.3605687866,312.2218040958412,221,1:54:49
11.9%,597500,2389.9999999711317,-3531887.991173459,573864.0913034828,310.1108920094257,221,1:54:45
12.0%,600000,2399.9999999708953,-3527830.5248151254,576564.0803168615,311.56994131054626,221,1:54:41
12.1%,602500,2409.999999970659,-3528993.139869537,575888.9622450897,311.20511369609613,221,1:54:37
12.1%,605000,2419.9999999704223,-3532175.0568784066,576379.5540036503,311.4702249831853,221,1:54:33
12.2%,607500,2429.999999970186,-3531304.0698142853,577487.2593500831,312.0688187935867,221,1:54:29
12.2%,610000,2439.9999999699494,-3528014.8562465403,577090.844212654,311.85459968885937,221,1:54:26
12.2%,612500,2449.999999969713,-3528977.047427062,574861.7115269636,310.64999682897906,221,1:54:22
12.3%,615000,2459.9999999694764,-3530306.741761433,575027.4104393953,310.73953900162564,221,1:54:18
12.3%,617500,2469.99999996924,-3531161.0428503472,576111.7894234862,311.3255274597445,221,1:54:14
12.4%,620000,2479.9999999690035,-3527845.3833797723,575962.9092610419,311.24507398534564,221,1:54:10
12.4%,622500,2489.999999968767,-3527736.4102361854,577309.1001686587,311.97254320585,221,1:54:06
12.5%,625000,2499.9999999685306,-3526557.162689857,575706.5412643575,311.1065350710987,221,1:54:02
12.6%,627500,2509.999999968294,-3531112.895458201,575602.5974055303,311.05036476306185,221,1:53:58
12.6%,630000,2519.9999999680576,-3528732.3227561973,576901.9690290234,311.7525332718074,221,1:53:54
12.7%,632500,2529.999999967821,-3529592.3618873022,575860.7089065795,311.1898458510778,221,1:53:50
12.7%,635000,2539.9999999675847,-3528553.1398703884,574508.1984873709,310.4589616244656,221,1:53:46
12.8%,637500,2549.9999999673482,-3528305.320560068,576371.448230936,311.4658446979488,221,1:53:43
12.8%,640000,2559.9999999671118,-3528486.0871005394,575234.4989591127,310.8514477384636,221,1:53:39
12.8%,642500,2569.9999999668753,-3530268.383320041,576469.0648130251,311.5185958036641,221,1:53:35
12.9%,645000,2579.999999966639,-3527899.8266482614,575385.7466296193,310.93318059250686,221,1:53:31
12.9%,647500,2589.9999999664024,-3531079.173649214,575644.7433994755,311.0731400716672,221,1:53:27
13.0%,650000,2599.999999966166,-3528997.8509497195,575382.9090849443,310.93164720938773,221,1:53:23
13.1%,652500,2609.9999999659294,-3527153.4803146124,578557.3129334105,312.64706593651175,221,1:53:20
13.1%,655000,2619.999999965693,-3530716.784969572,577293.025254444,311.9638564696321,221,1:53:16
13.2%,657500,2629.9999999654565,-3527906.3336168677,574563.7531770181,310.48898286925663,221,1:53:12
13.2%,660000,2639.99999996522,-3527878.485702472,577565.5319532438,312.11111659049345,221,1:53:08
13.2%,662500,2649.9999999649835,-3526863.326161733,577052.6622034224,311.8339664812394,221,1:53:04
13.3%,665000,2659.999999964747,-3531067.2176327445,576471.8727941222,311.5201132108969,221,1:53:00
13.3%,667500,2669.9999999645106,-3527496.996926734,574450.0242349008,310.4275247919492,221,1:52:56
13.4%,670000,2679.999999964274,-3527614.4053455293,575797.6663947592,311.1557782558555,221,1:52:52
13.4%,672500,2689.9999999640377,-3529877.8945279736,576452.2867738662,311.5095291051747,221,1:52:49
13.5%,675000,2699.999999963801,-3528672.14436551,575813.9811713763,311.1645946115159,221,1:52:45
13.6%,677500,2709.9999999635647,-3528362.2947797813,576581.308707717,311.57925137496227,221,1:52:41
13.6%,680000,2719.9999999633283,-3529312.8341591675,576381.0296568249,311.4710224126275,221,1:52:37
13.7%,682500,2729.999999963092,-3532965.798196826,577345.5419312111,311.9922360001245,221,1:52:33
13.7%,685000,2739.9999999628553,-3528843.051715277,575575.6506507335,311.03580298389943,221,1:52:29
13.8%,687500,2749.999999962619,-3525167.2371383905,576069.3884346484,311.30261435423773,221,1:52:25
13.8%,690000,2759.9999999623824,-3530311.459593283,577546.8172819961,312.1010033537843,221,1:52:21
13.8%,692500,2769.999999962146,-3528618.8780180626,576474.6837652758,311.52163223392876,221,1:52:18
13.9%,695000,2779.9999999619095,-3529961.4625167307,576502.6403206434,311.5367397000587,221,1:52:14
13.9%,697500,2789.999999961673,-3526042.335501548,576879.9572396288,311.74063830268955,221,1:52:09
14.0%,700000,2799.9999999614365,-3527750.2033147756,574979.8829085492,310.7138555598333,221,1:52:06
14.1%,702500,2809.9999999612,-3525378.783737827,576231.1612152972,311.39003488127554,221,1:52:02
14.1%,705000,2819.9999999609636,-3530707.7715310827,573676.2312387675,310.0093741533259,221,1:51:58
14.2%,707500,2829.999999960727,-3524497.314427037,574870.9542686722,310.65499152183276,221,1:51:54
14.2%,710000,2839.9999999604906,-3530655.3544150945,574114.4030147595,310.2461581625808,221,1:51:50
14.2%,712500,2849.999999960254,-3528529.0533285197,575562.0343012108,311.02844483349344,221,1:51:46
14.3%,715000,2859.9999999600177,-3530296.9432814624,575337.9814613254,310.90736873361715,221,1:51:42
14.3%,717500,2869.9999999597812,-3525965.9132842887,575153.5389711449,310.80769770345324,221,1:51:39
14.4%,720000,2879.9999999595448,-3526016.297702873,575308.0931576008,310.89121736839127,221,1:51:35
14.4%,722500,2889.9999999593083,-3530167.1672048774,573796.353732945,310.0742872475312,221,1:51:31
14.5%,725000,2899.999999959072,-3526709.689266069,580394.392837884,313.63980706895455,221,1:51:28
14.6%,727500,2909.9999999588354,-3529925.5408956576,576651.7661200071,311.6173259143961,221,1:51:24
14.6%,730000,2919.999999958599,-3528945.9456834067,576526.0412257402,311.5493853345624,221,1:51:20
14.7%,732500,2929.9999999583624,-3530756.755881954,575378.7880204101,310.9294202239079,221,1:51:16
14.7%,735000,2939.999999958126,-3529630.854739258,575288.3348927457,310.8805401832674,221,1:51:12
14.8%,737500,2949.9999999578895,-3531200.0879137423,576071.3307798976,311.3036639797971,221,1:51:08
14.8%,740000,2959.999999957653,-3529352.5076483656,577398.5648038136,312.02088907420386,221,1:51:04
14.8%,742500,2969.9999999574165,-3527890.497181,574581.7298971114,310.49869732392983,221,1:51:00
14.9%,745000,2979.99999995718,-3529705.2614778075,576020.759270695,311.2763356000174,221,1:50:56
14.9%,747500,2989.9999999569436,-3532361.8943745773,575961.9937091689,311.24457922951,221,1:50:52
15.0%,750000,2999.999999956707,-3525692.352569185,575744.8894746308,311.1272580922374,221,1:50:48
15.1%,752500,3009.9999999564707,-3526729.4571677204,575473.4569618992,310.98057845167585,221,1:50:45
15.1%,755000,3019.999999956234,-3530643.2667012215,573612.3930443025,309.9748765784997,221,1:50:41
15.2%,757500,3029.9999999559977,-3525849.3008484673,575431.5482570681,310.95793137193164,221,1:50:37
15.2%,760000,3039.9999999557613,-3530289.3605954405,577154.8209760924,311.8891721450879,221,1:50:33
15.2%,762500,3049.999999955525,-3528525.477269225,574958.4644607431,310.70228122706834,221,1:50:29
15.3%,765000,3059.9999999552883,-3530883.653630713,575592.3888119088,311.0448481326922,221,1:50:25
15.3%,767500,3069.999999955052,-3530717.419918718,578365.0117949008,312.54314816486266,221,1:50:21
15.4%,770000,3079.9999999548154,-3529671.1351189874,577841.6404836766,312.26032310813673,221,1:50:17
15.4%,772500,3089.999999954579,-3529030.6973086875,575323.4791122361,310.8995317971709,221,1:50:13
15.5%,775000,3099.9999999543425,-3527827.690646505,575422.54541455,310.95306631840026,221,1:50:09
15.6%,777500,3109.999999954106,-3529905.1272295006,574801.3763717704,310.61739226444877,221,1:50:05
15.6%,780000,3119.9999999538695,-3527830.703016909,574762.5439469041,310.5964075781848,221,1:50:01
15.7%,782500,3129.999999953633,-3530416.91845865,575301.4376595595,310.88762079828757,221,1:49:57
15.7%,785000,3139.9999999533966,-3528998.497485552,575494.1873764024,310.99178097755396,221,1:49:53
15.8%,787500,3149.99999995316,-3526041.442101931,575770.5660134469,311.14113345833306,221,1:49:49
15.8%,790000,3159.9999999529236,-3529650.668867668,576112.845616329,311.32609821667035,221,1:49:45
15.8%,792500,3169.999999952687,-3531012.174110355,575195.4902282304,310.8303677780455,221,1:49:41
15.9%,795000,3179.9999999524507,-3529768.304950094,574956.8817630849,310.70142595176884,221,1:49:37
15.9%,797500,3189.9999999522142,-3528602.0835463107,573877.9676555325,310.1183906628128,221,1:49:34
16.0%,800000,3199.9999999519778,-3530876.262112882,575144.2639482549,310.80268556614504,221,1:49:29
16.1%,802500,3209.9999999517413,-3527937.7589411736,574471.9989513304,310.43939972717675,221,1:49:25
16.1%,805000,3219.999999951505,-3530354.2118376046,574524.3107289318,310.4676685320391,221,1:49:22
16.1%,807500,3229.9999999512684,-3528547.950128194,575977.0617523302,311.2527218618447,221,1:49:18
16.2%,810000,3239.999999951032,-3528647.3476224467,575594.9802333653,311.04624851308125,221,1:49:14
16.2%,812500,3249.9999999507954,-3528572.119422922,576062.4831246482,311.29888278804253,221,1:49:10
16.3%,815000,3259.999999950559,-3530148.2717956696,575158.5212055253,310.81039005722005,221,1:49:06
16.4%,817500,3269.9999999503225,-3529277.687029969,575860.940525414,311.1899710157717,221,1:49:02
16.4%,820000,3279.999999950086,-3531179.164357975,574965.5740549047,310.70612318655094,221,1:48:58
16.4%,822500,3289.9999999498496,-3528654.9491290655,575541.6115939864,311.01740858980685,221,1:48:54
16.5%,825000,3299.999999949613,-3530743.205467984,573432.7280945341,309.8777872873594,221,1:48:50
16.6%,827500,3309.9999999493766,-3531687.8817369714,574492.5633459121,310.4505125374118,221,1:48:46
16.6%,830000,3319.99999994914,-3527857.258295318,577012.1751684464,311.81208765884656,221,1:48:42
16.6%,832500,3329.9999999489037,-3528481.614970958,575695.6045373664,311.1006249641339,221,1:48:38
16.7%,835000,3339.999999948667,-3524038.3277363777,576644.2150686632,311.6132453955008,221,1:48:34
16.8%,837500,3349.9999999484307,-3527160.8688166775,573758.861371136,310.0540267190535,221,1:48:30
16.8%,840000,3359.9999999481943,-3527080.5131761506,574040.9237356975,310.2064506340571,221,1:48:26
16.9%,842500,3369.999999947958,-3531578.8496817946,576461.9495706197,311.51475079192244,221,1:48:22
