placebo_n,placebo_responders,placebo_rate,febux_40mg_n,febux_40mg_responders,febux_40mg_rate,febux_80mg_n,febux_80mg_responders,febux_80mg_rate,secondary_chi2_pvalue,exploratory_chi2_pvalue,primary_pvalue,primary_odds_ratio,primary_or_ci_low,primary_or_ci_high,primary_converged,risk_difference,risk_diff_ci_low,risk_diff_ci_high,risk_difference_40mg,trial_num
70,19,0.2714285714285714,70,29,0.4142857142857143,70,39,0.5571428571428572,0.0006004439749850096,0.07498913678750244,0.0007831608733290095,3.389295862441456,1.662505066358573,6.909648984302803,True,0.28571428571428575,0.12857142857142856,0.44285714285714284,0.1428571428571429,11
70,18,0.2571428571428571,70,32,0.45714285714285713,70,30,0.42857142857142855,0.03262753307176913,0.013535198613802871,0.02593978026997765,2.3034096036411307,1.1052675176032967,4.800372504976225,True,0.17142857142857143,0.01428571428571429,0.3142857142857143,0.2,12
70,16,0.22857142857142856,70,30,0.42857142857142855,70,32,0.45714285714285713,0.004387766594349367,0.011764786559866998,0.004584300421175998,2.9366026067216504,1.394404678265809,6.1844563520321945,True,0.22857142857142856,0.08571428571428572,0.37142857142857144,0.19999999999999998,13
70,17,0.24285714285714285,70,30,0.42857142857142855,70,31,0.44285714285714284,0.012676052703650924,0.01998792215771021,0.013879216176078905,2.499338996806877,1.2047940774987393,5.184865644366634,True,0.19999999999999998,0.04285714285714287,0.34321428571428375,0.1857142857142857,14
70,22,0.3142857142857143,70,29,0.4142857142857143,70,37,0.5285714285714286,0.010247617626290598,0.21893379656124137,0.01155049589100163,2.4434348439254654,1.221505947837296,4.8877157307991395,True,0.2142857142857143,0.057142857142857106,0.3714285714285715,0.10000000000000003,15
70,21,0.3,70,29,0.4142857142857143,70,39,0.5571428571428572,0.0021114910066706003,0.1582247513999311,0.002517125561636815,2.9541652672277463,1.463032446870736,5.965071003559125,True,0.2571428571428572,0.09999999999999992,0.41428571428571426,0.11428571428571432,16
70,18,0.2571428571428571,70,25,0.35714285714285715,70,42,0.6,4.153330286677669e-05,0.19968325932049968,5.6917259318160224e-05,4.461727812656337,2.154011299655662,9.241834096883988,True,0.34285714285714286,0.18571428571428572,0.49999999999999994,0.10000000000000003,17
70,17,0.24285714285714285,70,29,0.4142857142857143,70,28,0.4,0.04652253842775168,0.03083097236590746,0.052359745008242906,2.0740844755319086,0.9925827185032755,4.333972707210978,True,0.15714285714285717,0.013928571428571426,0.3142857142857143,0.17142857142857146,18
70,17,0.24285714285714285,70,27,0.38571428571428573,70,34,0.4857142857142857,0.002830147857605349,0.06867563863383211,0.002838157638521427,3.069958187850164,1.4697779640652138,6.4122904993628635,True,0.24285714285714285,0.08571428571428569,0.39999999999999997,0.14285714285714288,19
70,21,0.3,70,32,0.45714285714285713,70,31,0.44285714285714284,0.08026930135546974,0.05527325082754323,0.08097726545877201,1.8663191981774114,0.9260304372907983,3.76137458254169,True,0.14285714285714285,-0.01428571428571429,0.3142857142857142,0.15714285714285714,20
70,17,0.24285714285714285,70,32,0.45714285714285713,70,41,0.5857142857142857,3.826781487073182e-05,0.007863221348181232,5.390799199281902e-05,4.666517867971156,2.2094161290179923,9.856173640668091,True,0.34285714285714286,0.18571428571428572,0.48571428571428577,0.21428571428571427,21
70,18,0.2571428571428571,70,24,0.34285714285714286,70,39,0.5571428571428572,0.0003032690053812589,0.2684813240895755,0.00028692416013434055,4.003141910791645,1.8917300486448303,8.471158540520326,True,0.30000000000000004,0.12857142857142856,0.44285714285714284,0.08571428571428574,22
70,18,0.2571428571428571,70,30,0.42857142857142855,70,41,0.5857142857142857,8.26377928895549e-05,0.03262753307176913,8.977933864452058e-05,4.415933656391517,2.100115876468391,9.28542575966991,True,0.3285714285714286,0.18535714285714283,0.4714285714285715,0.17142857142857143,23
70,12,0.17142857142857143,70,26,0.37142857142857144,70,40,0.5714285714285714,9.703804082078036e-07,0.007797235757587646,2.827069438469163e-06,6.770448469947689,3.040753584218103,15.074872466525106,True,0.39999999999999997,0.2571428571428571,0.5428571428571428,0.2,24
70,13,0.18571428571428572,70,30,0.42857142857142855,70,36,0.5142857142857142,4.5929990659285284e-05,0.0018423676090594079,6.1460561137855e-05,4.9743615118617335,2.269603166108428,10.902466484094258,True,0.3285714285714285,0.18571428571428572,0.4714285714285715,0.24285714285714283,25
70,16,0.22857142857142856,70,34,0.4857142857142857,70,39,0.5571428571428572,6.88675312046598e-05,0.001498873337151674,9.917744825838045e-05,4.380809913847896,2.082211377885685,9.216881487198192,True,0.3285714285714286,0.17142857142857143,0.48571428571428565,0.2571428571428571,26
70,18,0.2571428571428571,70,34,0.4857142857142857,70,34,0.4857142857142857,0.005132450741041347,0.005132450741041347,0.004627048539717252,2.8363619687612194,1.3784967788964628,5.836030479719579,True,0.2285714285714286,0.07142857142857145,0.3857142857142857,0.2285714285714286,27
70,19,0.2714285714285714,70,28,0.4,70,32,0.45714285714285713,0.022423752669128452,0.10724394061929676,0.02395960119887165,2.2800820060279334,1.1148476621199468,4.66321465331559,True,0.18571428571428572,0.02857142857142858,0.3289285714285695,0.12857142857142861,28
70,18,0.2571428571428571,70,30,0.42857142857142855,70,31,0.44285714285714284,0.02125060274444335,0.03262753307176913,0.018881970090682914,2.4332399416073898,1.158248253644027,5.111733684731436,True,0.18571428571428572,0.02857142857142858,0.3428571428571428,0.17142857142857143,29
70,17,0.24285714285714285,70,27,0.38571428571428573,70,31,0.44285714285714284,0.012676052703650924,0.06867563863383211,0.014971658840046535,2.4862541470981854,1.193747028578782,5.1781990119986085,True,0.19999999999999998,0.04285714285714287,0.34285714285714286,0.14285714285714288,30
70,23,0.32857142857142857,70,37,0.5285714285714286,70,29,0.4142857142857143,0.2939593745488356,0.016804604239087022,0.34141806211040204,1.4110906894019184,0.694142357105443,2.868542617136838,True,0.08571428571428574,-0.07142857142857145,0.24285714285714283,0.2,31
70,20,0.2857142857142857,70,27,0.38571428571428573,70,42,0.6,0.00018168825260959386,0.21028909717077288,0.00024359898446837228,3.7721078579023057,1.8559519633111914,7.66657649170123,True,0.3142857142857143,0.15714285714285714,0.4714285714285714,0.10000000000000003,32
70,18,0.2571428571428571,70,27,0.38571428571428573,70,38,0.5428571428571428,0.0005599062480061843,0.10337863067113565,0.0005161258848830785,3.7146775786418145,1.7710059942722964,7.791520501845692,True,0.2857142857142857,0.12857142857142856,0.44285714285714284,0.12857142857142861,33
70,16,0.22857142857142856,70,32,0.45714285714285713,70,37,0.5285714285714286,0.0002530071251459537,0.004387766594349367,0.00030352174798705365,4.038547745981838,1.8936379125802965,8.612981282335513,True,0.30000000000000004,0.15714285714285714,0.45714285714285713,0.22857142857142856,34
70,21,0.3,70,27,0.38571428571428573,70,32,0.45714285714285713,0.05527325082754323,0.2853768809059213,0.04634556735045433,2.052341430962811,1.0117134859131638,4.163338146515531,True,0.15714285714285714,0.0,0.3142857142857143,0.08571428571428574,35
70,22,0.3142857142857143,70,26,0.37142857142857144,70,39,0.5571428571428572,0.0037606148936679606,0.4763333142466747,0.0033990361455035678,2.922500568287868,1.4259550075861038,5.9896767613316,True,0.24285714285714288,0.08535714285714285,0.39999999999999997,0.05714285714285716,36
70,17,0.24285714285714285,70,32,0.45714285714285713,70,38,0.5428571428571428,0.00027899221057136475,0.007863221348181232,0.0004992082875268229,3.7998364689762423,1.7920388119718782,8.05716767656058,True,0.29999999999999993,0.12857142857142861,0.45714285714285713,0.21428571428571427,37
70,18,0.2571428571428571,70,25,0.35714285714285715,70,39,0.5571428571428572,0.0003032690053812589,0.19968325932049968,0.0002900150607418858,3.860136860442925,1.8593287795575006,8.013997709913548,True,0.30000000000000004,0.14285714285714285,0.45714285714285713,0.10000000000000003,38
70,16,0.22857142857142856,70,31,0.44285714285714284,70,41,0.5857142857142857,1.7034768728499052e-05,0.007263641508519324,2.4490068942734115e-05,4.998015790685324,2.3670156585365176,10.55344173742586,True,0.3571428571428572,0.2,0.5142857142857142,0.21428571428571427,39
70,21,0.3,70,29,0.4142857142857143,70,38,0.5428571428571428,0.003618052251272993,0.1582247513999311,0.0035763819881050075,2.8481519181367756,1.4084734202100877,5.759405347937777,True,0.24285714285714283,0.08571428571428569,0.39999999999999997,0.11428571428571432,40
70,20,0.2857142857142857,70,28,0.4,70,37,0.5285714285714286,0.0034512326321624654,0.15432359056084352,0.003981228108613573,2.8267393902913445,1.3935692199167795,5.7338060186933895,True,0.24285714285714288,0.08571428571428569,0.39999999999999997,0.11428571428571432,41
70,11,0.15714285714285714,70,26,0.37142857142857144,70,41,0.5857142857142857,1.5428001223838143e-07,0.004040448343809689,6.550910309347418e-07,7.915530511666442,3.5031389126354675,17.88556630030568,True,0.4285714285714286,0.2857142857142857,0.5714285714285714,0.2142857142857143,42
70,24,0.34285714285714286,70,27,0.38571428571428573,70,33,0.4714285714285714,0.12157158583613327,0.5982824269290895,0.14575821427883373,1.6692083746841184,0.836971304333736,3.3289750600632275,True,0.12857142857142856,-0.02857142857142858,0.2857142857142857,0.04285714285714287,43
70,20,0.2857142857142857,70,30,0.42857142857142855,70,39,0.5571428571428572,0.0011460034934104833,0.07775989643932942,0.0009486529785663516,3.5215184401633843,1.6693019467975132,7.4289089210024235,True,0.27142857142857146,0.11428571428571427,0.4285714285714286,0.14285714285714285,44
70,16,0.22857142857142856,70,26,0.37142857142857144,70,39,0.5571428571428572,6.88675312046598e-05,0.06514266746494533,9.612548045055635e-05,4.420488270868097,2.094595199180486,9.329113596998482,True,0.3285714285714286,0.17142857142857143,0.4857142857142857,0.14285714285714288,45
70,15,0.21428571428571427,70,33,0.4714285714285714,70,34,0.4857142857142857,0.0007608523599050972,0.0013508340928088756,0.0012555154427820166,3.4730025344093196,1.6300247783997355,7.399732055518252,True,0.27142857142857146,0.11428571428571432,0.4142857142857143,0.2571428571428571,46
70,17,0.24285714285714285,70,27,0.38571428571428573,70,41,0.5857142857142857,3.826781487073182e-05,0.06867563863383211,6.554524491678227e-05,4.38150364648323,2.121269689210385,9.050039371133373,True,0.34285714285714286,0.18571428571428567,0.48571428571428577,0.14285714285714288,47
70,23,0.32857142857142857,70,24,0.34285714285714286,70,43,0.6142857142857143,0.0007088064213717866,0.8579634010854629,0.0008992623203897668,3.3100534436416686,1.6329626759426588,6.709555558849039,True,0.28571428571428575,0.11428571428571432,0.4289285714285695,0.01428571428571429,48
70,19,0.2714285714285714,70,32,0.45714285714285713,70,41,0.5857142857142857,0.00017181467911129688,0.022423752669128452,0.000168792055844262,4.065928781315242,1.957783508720281,8.444129180316652,True,0.31428571428571433,0.14285714285714285,0.4714285714285714,0.18571428571428572,49
70,20,0.2857142857142857,70,32,0.45714285714285713,70,43,0.6142857142857143,9.333511997610799e-05,0.03582123919892002,0.00011834407315834535,4.053625113042406,1.987760005512927,8.266529415782232,True,0.3285714285714286,0.17142857142857149,0.4714285714285715,0.17142857142857143,50
70,18,0.2571428571428571,70,23,0.32857142857142857,70,41,0.5857142857142857,8.26377928895549e-05,0.3531010585557306,7.520398247399049e-05,4.606985824595499,2.1627085289044485,9.81376736826176,True,0.3285714285714286,0.17142857142857143,0.4714285714285715,0.07142857142857145,51
70,14,0.2,70,28,0.4,70,33,0.4714285714285714,0.0006729272278499696,0.009823274507519235,0.0009386223072152514,3.7034988681965055,1.7050813292792497,8.04413468800964,True,0.2714285714285714,0.1285714285714286,0.41428571428571426,0.2,52
70,21,0.3,70,26,0.37142857142857144,70,31,0.44285714285714284,0.08026930135546974,0.37087457439362603,0.0837339898614613,1.8498200462313792,0.9212758872871932,3.7142339777452116,True,0.14285714285714285,-0.01428571428571429,0.3,0.07142857142857145,53
70,17,0.24285714285714285,70,25,0.35714285714285715,70,33,0.4714285714285714,0.004770513090089518,0.1400990632504758,0.005733608974701625,2.768367636272905,1.34427025350117,5.701129925030036,True,0.22857142857142856,0.07142857142857145,0.3857142857142857,0.1142857142857143,54
70,20,0.2857142857142857,70,24,0.34285714285714286,70,40,0.5714285714285714,0.0006362991412402051,0.4664794871252478,0.0007260361356301552,3.3943027308083233,1.6708715589698524,6.895378023835715,True,0.2857142857142857,0.11428571428571427,0.4428571428571429,0.05714285714285716,55
70,20,0.2857142857142857,70,21,0.3,70,39,0.5571428571428572,0.0011460034934104833,0.8526657462317447,0.001392845292548833,3.1573424087973176,1.5599921925569074,6.390295498883654,True,0.27142857142857146,0.11428571428571427,0.42857142857142855,0.01428571428571429,56
70,19,0.2714285714285714,70,37,0.5285714285714286,70,37,0.5285714285714286,0.001900893250446667,0.001900893250446667,0.0025394680628633196,2.983389309829758,1.467177526645385,6.066485897147842,True,0.2571428571428572,0.09999999999999998,0.4,0.2571428571428572,57
70,25,0.35714285714285715,70,33,0.4714285714285714,70,37,0.5285714285714286,0.041176544583936055,0.16988746005317995,0.04223921047819794,2.02432516811531,1.0250264410582774,3.9978406625630583,True,0.17142857142857143,0.0,0.32857142857142857,0.11428571428571427,58
70,18,0.2571428571428571,70,31,0.44285714285714284,70,32,0.45714285714285713,0.013535198613802871,0.02125060274444335,0.01653529420310802,2.403670046059547,1.1733511861785197,4.924041291628153,True,0.2,0.04285714285714287,0.35714285714285715,0.18571428571428572,59
70,17,0.24285714285714285,70,37,0.5285714285714286,70,39,0.5571428571428572,0.00014742902884410514,0.0005155481818387301,0.00011513244048032838,4.329700619220494,2.055773877151403,9.118856728568941,True,0.3142857142857143,0.15714285714285714,0.4571428571428572,0.2857142857142857,60
70,21,0.3,70,33,0.4714285714285714,70,33,0.4714285714285714,0.037203202068748664,0.037203202068748664,0.033003977893870405,2.143129415386799,1.063452368399194,4.318955721552411,True,0.17142857142857143,0.01428571428571429,0.32857142857142857,0.17142857142857143,61
70,21,0.3,70,29,0.4142857142857143,70,31,0.44285714285714284,0.08026930135546974,0.1582247513999311,0.09096623200437833,1.8518439660416195,0.9063826644005449,3.7835300797956144,True,0.14285714285714285,-0.01428571428571429,0.30000000000000004,0.11428571428571432,62
70,18,0.2571428571428571,70,26,0.37142857142857144,70,31,0.44285714285714284,0.02125060274444335,0.14527153234110213,0.01600819857122492,2.4503054369865156,1.1817203374616756,5.0807255694881315,True,0.18571428571428572,0.02857142857142858,0.34285714285714286,0.11428571428571432,63
70,17,0.24285714285714285,70,39,0.5571428571428572,70,36,0.5142857142857142,0.0009306234156672285,0.00014742902884410514,0.0012473067510101036,3.3139079098559616,1.6009808391171043,6.859535958632812,True,0.27142857142857135,0.11428571428571432,0.41464285714285526,0.3142857142857143,64
70,20,0.2857142857142857,70,21,0.3,70,28,0.4,0.15432359056084352,0.8526657462317447,0.15645654662351843,1.6692306114526483,0.821781032756002,3.3906000785465706,True,0.11428571428571432,-0.04285714285714287,0.2714285714285714,0.01428571428571429,65
70,17,0.24285714285714285,70,22,0.3142857142857143,70,30,0.42857142857142855,0.01998792215771021,0.3458704400125342,0.01780468472331637,2.5075574035022776,1.1722675175890045,5.36383038642174,True,0.1857142857142857,0.02857142857142858,0.3428571428571428,0.07142857142857142,66
70,24,0.34285714285714286,70,26,0.37142857142857144,70,30,0.42857142857142855,0.29752131194948994,0.7242632442784086,0.340200797587329,1.407299222918213,0.6973600019000016,2.839983792345751,True,0.08571428571428569,-0.07142857142857145,0.24285714285714283,0.02857142857142858,67
70,22,0.3142857142857143,70,25,0.35714285714285715,70,37,0.5285714285714286,0.010247617626290598,0.5913354396096127,0.010657316535780195,2.482286262648326,1.235400529639293,4.9876497070400925,True,0.2142857142857143,0.057142857142857106,0.3857142857142857,0.04285714285714287,68
70,21,0.3,70,30,0.42857142857142855,70,37,0.5285714285714286,0.006048674346503783,0.11396581350907546,0.007591093838792332,2.633223029040501,1.2935707862778545,5.36025055159205,True,0.2285714285714286,0.05714285714285716,0.3857142857142858,0.12857142857142856,69
70,23,0.32857142857142857,70,34,0.4857142857142857,70,32,0.45714285714285713,0.11936231595035392,0.05845668419140268,0.11603637345421189,1.7408876516695195,0.8719829176276713,3.4756298024515786,True,0.12857142857142856,-0.02857142857142858,0.27178571428571235,0.15714285714285714,70
70,22,0.3142857142857143,70,36,0.5142857142857142,70,42,0.6,0.0006910527930601335,0.016306170074973737,0.0009010929181232558,3.254138319917369,1.6214111709173389,6.530987571254679,True,0.2857142857142857,0.1285714285714285,0.44285714285714284,0.19999999999999996,71
70,16,0.22857142857142856,70,24,0.34285714285714286,70,40,0.5714285714285714,3.4671076872696563e-05,0.1344809801438156,5.031131400884615e-05,4.631163776021661,2.207327359352532,9.716582286474436,True,0.34285714285714286,0.18571428571428572,0.48571428571428577,0.1142857142857143,72
70,21,0.3,70,29,0.4142857142857143,70,41,0.5857142857142857,0.0006667146553199102,0.1582247513999311,0.0007506589408402194,3.375307462566523,1.6637378634169555,6.847653538075483,True,0.28571428571428575,0.12857142857142856,0.4428571428571429,0.11428571428571432,73
70,18,0.2571428571428571,70,29,0.4142857142857143,70,34,0.4857142857142857,0.005132450741041347,0.04899444859570722,0.006434111648540918,2.742881555913696,1.3274001298376663,5.667770448908733,True,0.2285714285714286,0.0714285714285714,0.39999999999999997,0.1571428571428572,74
70,16,0.22857142857142856,70,33,0.4714285714285714,70,35,0.5,0.0008473169107830436,0.002593000344988534,0.0009598879079846789,3.4475581130927937,1.6537282069859232,7.187188857844231,True,0.27142857142857146,0.11428571428571432,0.4285714285714285,0.24285714285714285,75
70,20,0.2857142857142857,70,31,0.44285714285714284,70,35,0.5,0.009438207425496569,0.05337626009840693,0.009966437300865598,2.5212095323526755,1.2478434799690252,5.093986231497385,True,0.2142857142857143,0.05714285714285716,0.3714285714285714,0.15714285714285714,76
70,23,0.32857142857142857,70,31,0.44285714285714284,70,36,0.5142857142857142,0.02607819806845579,0.16482725172001045,0.028798319567381343,2.1606195671610373,1.082999803775539,4.310505780079245,True,0.18571428571428567,0.01428571428571429,0.34285714285714286,0.11428571428571427,77
70,18,0.2571428571428571,70,27,0.38571428571428573,70,29,0.4142857142857143,0.04899444859570722,0.10337863067113565,0.0513233466476736,2.0501878759148293,0.9958832156023506,4.220645815388957,True,0.1571428571428572,0.01428571428571429,0.3142857142857143,0.12857142857142861,78
70,19,0.2714285714285714,70,33,0.4714285714285714,70,37,0.5285714285714286,0.001900893250446667,0.014334259452098139,0.0023335318989270693,3.005774116634423,1.4798720019630478,6.10504018472203,True,0.2571428571428572,0.09999999999999998,0.41428571428571437,0.2,79
70,23,0.32857142857142857,70,28,0.4,70,29,0.4142857142857143,0.2939593745488356,0.3798785323042442,0.3056202874647933,1.4390064007533185,0.7172338814655036,2.8871187975363592,True,0.08571428571428574,-0.0714285714285714,0.24285714285714283,0.07142857142857145,80
70,18,0.2571428571428571,70,28,0.4,70,42,0.6,4.153330286677669e-05,0.0719597135260913,6.804434616007935e-05,4.34228065901778,2.1081909156326977,8.943877512165976,True,0.34285714285714286,0.18571428571428572,0.5,0.1428571428571429,81
70,21,0.3,70,31,0.44285714285714284,70,35,0.5,0.0157252997545054,0.08026930135546974,0.01832806564704837,2.3305426052686085,1.1538440471152398,4.70724691829149,True,0.2,0.04285714285714287,0.3571428571428572,0.14285714285714285,82
70,15,0.21428571428571427,70,34,0.4857142857142857,70,34,0.4857142857142857,0.0007608523599050972,0.0007608523599050972,0.0009702090821417282,3.488078889378634,1.6604802132073193,7.327214285214618,True,0.27142857142857146,0.12857142857142856,0.4142857142857143,0.27142857142857146,83
70,24,0.34285714285714286,70,34,0.4857142857142857,70,21,0.3,0.5872009185316818,0.08621570341178506,0.5630759985851662,0.8055642655346058,0.38711937502022564,1.6763144078552108,True,-0.04285714285714287,-0.2,0.1142857142857143,0.14285714285714285,84
70,19,0.2714285714285714,70,32,0.45714285714285713,70,32,0.45714285714285713,0.022423752669128452,0.022423752669128452,0.024672010009520764,2.2496777152214325,1.1089504197970166,4.563819745241905,True,0.18571428571428572,0.02857142857142858,0.34285714285714286,0.18571428571428572,85
70,16,0.22857142857142856,70,27,0.38571428571428573,70,36,0.5142857142857142,0.0004683196161939428,0.04387472976308137,0.0005218363507563306,3.691872731849907,1.7651536951847535,7.7216642977654635,True,0.2857142857142857,0.12857142857142861,0.44285714285714284,0.15714285714285717,86
70,21,0.3,70,23,0.32857142857142857,70,37,0.5285714285714286,0.006048674346503783,0.7157762127369696,0.005375991610264718,2.896673334328016,1.3698418935602097,6.125317414551815,True,0.2285714285714286,0.0714285714285714,0.3857142857142857,0.02857142857142858,87
70,16,0.22857142857142856,70,31,0.44285714285714284,70,33,0.4714285714285714,0.002593000344988534,0.007263641508519324,0.002823870091857757,3.063598013314379,1.4692900074934978,6.387869473906666,True,0.24285714285714285,0.08571428571428572,0.39999999999999997,0.21428571428571427,88
70,24,0.34285714285714286,70,26,0.37142857142857144,70,37,0.5285714285714286,0.026705779639582986,0.7242632442784086,0.023621130732559354,2.2652679542913887,1.1157985771369616,4.59889357262518,True,0.18571428571428572,0.01428571428571429,0.34285714285714286,0.02857142857142858,89
70,19,0.2714285714285714,70,22,0.3142857142857143,70,29,0.4142857142857143,0.07498913678750244,0.5774217824168668,0.06913931583972728,1.9449737500439082,0.9491941254491875,3.9854048681239664,True,0.1428571428571429,-0.01428571428571429,0.3,0.04285714285714287,90
70,18,0.2571428571428571,70,33,0.4714285714285714,70,36,0.5142857142857142,0.0017762943509938849,0.008429596538289138,0.002847061910931512,3.067888740670661,1.4690903330014713,6.4066457410446995,True,0.2571428571428571,0.10000000000000003,0.41428571428571426,0.2142857142857143,91
70,20,0.2857142857142857,70,25,0.35714285714285715,70,38,0.5428571428571428,0.0020132384105285327,0.36555659141522145,0.0021890163545467464,3.0549605098668775,1.495168046149535,6.241963062868118,True,0.2571428571428571,0.09999999999999998,0.41428571428571426,0.07142857142857145,92
70,24,0.34285714285714286,70,27,0.38571428571428573,70,44,0.6285714285714286,0.0007196074502872862,0.5982824269290895,0.0008256520910717166,3.3418865216193416,1.647697580870863,6.778067561086211,True,0.2857142857142857,0.11428571428571432,0.44285714285714284,0.04285714285714287,93
70,14,0.2,70,35,0.5,70,33,0.4714285714285714,0.0006729272278499696,0.0001984024045859719,0.00089456648737194,3.606895751618749,1.6920069782439404,7.688914484588933,True,0.2714285714285714,0.1142857142857143,0.4142857142857143,0.3,94
70,21,0.3,70,29,0.4142857142857143,70,38,0.5428571428571428,0.003618052251272993,0.1582247513999311,0.004748419184859363,2.751378996737586,1.3628400776204355,5.554640275113093,True,0.24285714285714283,0.07142857142857145,0.4,0.11428571428571432,95
70,17,0.24285714285714285,70,28,0.4,70,42,0.6,1.8779116827853704e-05,0.04652253842775168,3.083489076609135e-05,4.7380986948600095,2.2795403969011754,9.84829190689152,True,0.3571428571428571,0.2,0.500357142857141,0.15714285714285717,96
70,16,0.22857142857142856,70,30,0.42857142857142855,70,45,0.6428571428571429,7.696120074208249e-07,0.011764786559866998,2.0633917255708248e-06,6.0565994809197266,2.879163089399902,12.740645852028738,True,0.41428571428571437,0.2714285714285714,0.5571428571428572,0.19999999999999998,97
70,23,0.32857142857142857,70,27,0.38571428571428573,70,31,0.44285714285714284,0.16482725172001045,0.48047817807440885,0.17051979759587654,1.619631352755242,0.812710816015729,3.2277234006653184,True,0.11428571428571427,-0.04285714285714287,0.27142857142857146,0.05714285714285716,98
70,15,0.21428571428571427,70,34,0.4857142857142857,70,32,0.45714285714285713,0.0023466578926719427,0.0007608523599050972,0.0024084663858188766,3.2335636861640364,1.51528193747042,6.900322543231571,True,0.24285714285714285,0.08571428571428574,0.38571428571428573,0.27142857142857146,99
70,16,0.22857142857142856,70,36,0.5142857142857142,70,34,0.4857142857142857,0.001498873337151674,0.0004683196161939428,0.0019395675429375503,3.1983422509015305,1.5332721869941952,6.671609411995808,True,0.2571428571428571,0.11428571428571427,0.41428571428571426,0.2857142857142857,100
70,20,0.2857142857142857,70,36,0.5142857142857142,70,40,0.5714285714285714,0.0006362991412402051,0.005775498089305212,0.0008796923065188012,3.3025502975126315,1.6335692124535737,6.676691984919951,True,0.2857142857142857,0.12857142857142856,0.4285714285714286,0.22857142857142854,101
70,22,0.3142857142857143,70,28,0.4,70,39,0.5571428571428572,0.0037606148936679606,0.28991845394256677,0.004192636920077854,2.747777345336982,1.3756009676243441,5.488714036445065,True,0.24285714285714288,0.08571428571428569,0.4,0.08571428571428574,102
70,15,0.21428571428571427,70,32,0.45714285714285713,70,33,0.4714285714285714,0.0013508340928088756,0.0023466578926719427,0.0012677489992435247,3.4775001887669044,1.6297895050268734,7.419981246396881,True,0.2571428571428571,0.1,0.41428571428571426,0.24285714285714285,103
70,27,0.38571428571428573,70,35,0.5,70,36,0.5142857142857142,0.12627892855469733,0.1734614676496442,0.1380047478472642,1.6684956375777444,0.8482962195566343,3.281728278915318,True,0.1285714285714285,-0.042857142857142816,0.30000000000000004,0.11428571428571427,104
