#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
4.0%,200000,800.0000000023637,-3518467.0960078984,574813.0724327918,311.5546018636143,112,4:06:33
4.0%,202500,810.0000000024114,-3517136.4137001596,572676.7229967376,310.39667847962716,112,4:06:14
4.1%,205000,820.0000000024592,-3517036.4671311583,571426.6646268434,309.7191339761761,112,4:05:57
4.2%,207500,830.0000000025069,-3520728.4411414377,575047.7830664075,311.6818174429327,112,4:05:39
4.2%,210000,840.0000000025547,-3521709.0905902777,571984.6296466547,310.0215567601003,112,4:06:04
4.2%,212500,850.0000000026024,-3517913.706733117,573985.4753197093,311.1060357097886,112,4:05:46
4.3%,215000,860.0000000026502,-3521879.845350869,574258.6797032247,311.25411529777244,112,4:05:31
4.3%,217500,870.0000000026979,-3515807.784335766,573376.2527136755,310.7758307865327,112,4:05:17
4.4%,220000,880.0000000027457,-3518723.822788261,574808.2388356236,311.5519820041965,112,4:05:34
4.5%,222500,890.0000000027934,-3519446.6751183122,575747.5412317709,312.06109357123626,112,4:05:18
4.5%,225000,900.0000000028411,-3517666.1567701977,575974.4886159534,312.184101389454,112,4:05:01
4.5%,227500,910.0000000028889,-3517534.5796084087,575499.8492186478,311.9268419506064,112,4:04:43
4.6%,230000,920.0000000029366,-3520414.20809051,571360.0455131012,309.68302573081104,112,4:04:58
4.7%,232500,930.0000000029844,-3516597.871349508,573697.9298842305,310.95018312402686,112,4:04:45
4.7%,235000,940.0000000030321,-3518789.453777427,574474.4798926882,311.3710812217133,112,4:04:30
4.8%,237500,950.0000000030799,-3520239.6767926943,574372.4240959939,311.31576592943503,112,4:04:17
4.8%,240000,960.0000000031276,-3518662.9441123307,572823.8324611662,310.47641332355903,112,4:04:30
4.8%,242500,970.0000000031754,-3517946.023994731,571095.1730351243,309.5394621213902,112,4:04:16
4.9%,245000,980.0000000032231,-3522726.454300184,575467.8510871823,311.90949863399226,112,4:04:03
5.0%,247500,990.0000000032709,-3519337.183241468,572671.3542894886,310.39376858503766,112,4:03:49
5.0%,250000,1000.0000000033186,-3520038.640801372,575252.7403746322,311.7929064136353,112,4:03:37
5.0%,252500,1010.0000000033664,-3517760.140958341,573442.1376663374,310.81154110903555,112,4:03:52
5.1%,255000,1020.0000000034141,-3517982.227471102,575066.3831704229,311.6918988907616,112,4:03:45
5.2%,257500,1030.0000000032912,-3518363.9738497753,574394.596355353,311.32778352222886,112,4:03:33
5.2%,260000,1040.0000000030548,-3521301.104136059,573933.9196962861,311.0780920312264,112,4:03:20
5.2%,262500,1050.0000000028183,-3517556.3012493122,574870.5747667362,311.58576872048917,112,4:03:29
5.3%,265000,1060.0000000025818,-3515238.9834768455,573643.8617087502,310.9208776163878,112,4:03:17
5.3%,267500,1070.0000000023454,-3516259.6065420974,574350.1885892006,311.3037140558809,112,4:03:04
5.4%,270000,1080.000000002109,-3518117.2629887313,573716.8593047813,310.96044306480775,112,4:02:49
5.5%,272500,1090.0000000018724,-3519247.5325330812,574755.6145107506,311.5234590784482,112,4:02:58
5.5%,275000,1100.000000001636,-3518207.4898459483,572493.721281721,310.29748966643433,112,4:02:46
5.5%,277500,1110.0000000013995,-3518536.8819082826,572548.219978111,310.32702852083787,112,4:02:34
5.6%,280000,1120.000000001163,-3516554.4428293556,576382.1020544773,312.40503206873746,112,4:02:20
5.7%,282500,1130.0000000009265,-3515800.8859665655,574425.6878906311,311.3446354543777,112,4:02:26
5.7%,285000,1140.00000000069,-3516155.9654125497,570740.0845128603,309.3470004873635,112,4:02:14
5.8%,287500,1150.0000000004536,-3517881.1183243655,573340.5008046133,310.7564528838233,112,4:02:01
5.8%,290000,1160.0000000002171,-3518570.5994588584,573906.1856014791,311.0630598663714,112,4:01:48
5.8%,292500,1169.9999999999807,-3515838.5123359244,574030.4827025299,311.1304301745426,112,4:01:36
5.9%,295000,1179.9999999997442,-3517826.8997638803,574794.269320739,311.5444103833395,112,4:01:43
6.0%,297500,1189.9999999995077,-3523036.2762283757,574898.9766114643,311.6011628126746,112,4:01:31
6.0%,300000,1199.9999999992713,-3516647.2833895925,573851.8098351199,311.0335876413098,112,4:01:19
6.0%,302500,1209.9999999990348,-3519969.8940303735,573610.5990562809,310.90284891637384,112,4:01:08
6.1%,305000,1219.9999999987983,-3517378.6876198947,574054.0156079644,311.1431852515145,112,4:01:12
6.2%,307500,1229.9999999985619,-3518686.644057175,573433.5803743639,310.80690296870483,112,4:01:01
6.2%,310000,1239.9999999983254,-3519336.5021646973,574159.1349036824,311.2001609917965,112,4:00:48
6.2%,312500,1249.999999998089,-3518770.561338609,574343.3099412422,311.29998575788494,112,4:00:38
6.3%,315000,1259.9999999978525,-3515025.2213388793,573453.4121948539,310.8176520195412,112,4:00:41
6.3%,317500,1269.999999997616,-3519363.6864873692,575114.0945876533,311.7177589699986,112,4:00:30
6.4%,320000,1279.9999999973795,-3520233.436422603,574268.3683993439,311.25936667079566,112,4:00:19
6.5%,322500,1289.999999997143,-3520604.7368369494,575086.5175044385,311.7028119070427,112,4:00:08
6.5%,325000,1299.9999999969066,-3515795.1029953975,575542.7538798229,311.950096718585,112,4:00:11
6.5%,327500,1309.99999999667,-3516999.4979183637,575444.6390441044,311.8969174677203,112,4:00:00
6.6%,330000,1319.9999999964336,-3516597.694502689,576527.0333127327,312.4835863025029,112,3:59:48
6.7%,332500,1329.9999999961972,-3520697.971068958,573303.0533359603,310.736155970363,112,3:59:37
6.7%,335000,1339.9999999959607,-3518612.95131097,574004.9674162935,311.1166006267713,112,3:59:26
6.8%,337500,1349.9999999957242,-3521440.4825841635,572526.7470314269,310.315389962712,112,3:59:29
6.8%,340000,1359.9999999954878,-3521423.847518781,571738.6579347574,309.888237560442,112,3:59:18
6.8%,342500,1369.9999999952513,-3519689.9627518263,574319.8521750856,311.28727140717507,112,3:59:08
6.9%,345000,1379.9999999950148,-3518493.49925158,573813.7234634613,311.0129444358442,112,3:58:56
7.0%,347500,1389.9999999947784,-3519334.053186275,574086.0091798557,311.16052609679247,112,3:58:59
7.0%,350000,1399.999999994542,-3519452.9922353625,574620.0377200217,311.4499750623684,112,3:58:48
7.0%,352500,1409.9999999943054,-3517049.4487026315,572220.1393346763,310.14920543513136,112,3:58:37
7.1%,355000,1419.999999994069,-3518926.8246687595,575662.7077026151,312.0151129252343,112,3:58:27
7.2%,357500,1429.9999999938325,-3522632.9596581236,573863.7965901776,311.0400845859319,112,3:58:28
7.2%,360000,1439.999999993596,-3520197.0106020775,573107.9793051726,310.6304238377607,112,3:58:18
7.2%,362500,1449.9999999933596,-3518896.7065332048,572244.912196442,310.1626325811978,112,3:58:08
7.3%,365000,1459.999999993123,-3519973.9253386147,573878.3223406452,311.0479576922002,112,3:57:58
7.3%,367500,1469.9999999928866,-3517035.6804165617,573729.0993238036,310.9670772811055,112,3:57:59
7.4%,370000,1479.9999999926501,-3518849.7003791407,573889.3378401306,311.0539282063048,112,3:57:49
7.5%,372500,1489.9999999924137,-3518224.103070438,575146.2165507786,311.7351694046469,112,3:57:39
7.5%,375000,1499.9999999921772,-3515711.29954163,573929.1631427237,311.0755139302359,112,3:57:28
7.5%,377500,1509.9999999919407,-3518998.9737725034,570181.6100316092,309.04430157009506,112,3:57:18
7.6%,380000,1519.9999999917043,-3519300.3597443495,575497.2930534859,311.92545648277775,112,3:57:19
7.7%,382500,1529.9999999914678,-3520061.0633980427,576147.7649075373,312.2780189230416,112,3:57:09
7.7%,385000,1539.9999999912313,-3518254.100577833,573484.2166649466,310.83434835940477,112,3:57:00
7.8%,387500,1549.9999999909949,-3519819.037973687,574280.0715202467,311.2657098827863,112,3:56:49
7.8%,390000,1559.9999999907584,-3521092.89547907,572610.059885513,310.3605463871738,112,3:56:50
7.8%,392500,1569.999999990522,-3518271.15991267,573442.4423679474,310.81170626044445,112,3:56:39
7.9%,395000,1579.9999999902855,-3519324.0860221963,574060.8713565674,311.1469011378242,112,3:56:28
8.0%,397500,1589.999999990049,-3522925.5045861416,573919.9233545498,311.07050586993967,112,3:56:18
8.0%,400000,1599.9999999898125,-3516835.0486738905,574519.7194055807,311.3956015033555,112,3:56:18
8.1%,402500,1609.999999989576,-3518067.6622907463,572849.4366945027,310.49029108157424,112,3:56:09
8.1%,405000,1619.9999999893396,-3520312.3522204235,574601.8893221763,311.4401384439331,112,3:55:58
8.2%,407500,1629.9999999891031,-3519891.2714222968,575994.4490409436,312.1949201452532,112,3:55:48
8.2%,410000,1639.9999999888666,-3514406.801298514,573332.76208769,310.7522584195955,112,3:55:38
8.2%,412500,1649.9999999886302,-3516290.985380063,575216.519294631,311.77327421544766,112,3:55:39
8.3%,415000,1659.9999999883937,-3520288.945164835,574952.9159027712,311.6303984637651,112,3:55:29
8.3%,417500,1669.9999999881572,-3518927.791541381,572388.8934640222,310.240671910239,112,3:55:17
8.4%,420000,1679.9999999879208,-3521171.0844438784,576235.9028665351,312.3257906040308,112,3:55:08
8.4%,422500,1689.9999999876843,-3520465.511541197,573599.0345812062,310.8965808518491,112,3:55:08
8.5%,425000,1699.9999999874478,-3515720.1828211565,574201.2073598523,311.2229646960963,112,3:54:58
8.6%,427500,1709.9999999872114,-3516055.3380603045,573235.1092139024,310.6993295568524,112,3:54:48
8.6%,430000,1719.999999986975,-3517857.7204414047,572978.7230074893,310.56036559396915,112,3:54:38
8.7%,432500,1729.9999999867384,-3518460.1153993737,574281.5575518294,311.2665153272,112,3:54:38
8.7%,435000,1739.999999986502,-3520385.290042056,574575.3993708258,311.4257806176376,112,3:54:28
8.8%,437500,1749.9999999862655,-3520517.5161490347,573660.1213859025,310.92969052876674,112,3:54:18
8.8%,440000,1759.999999986029,-3518633.2634679247,573024.5357154431,310.5851965532346,112,3:54:08
8.8%,442500,1769.9999999857926,-3518901.872289324,574368.8118024443,311.31380802914947,112,3:54:07
8.9%,445000,1779.999999985556,-3520551.7429108247,573700.4569310674,310.9515528094237,112,3:53:58
8.9%,447500,1789.9999999853196,-3518749.302285148,572920.7846449083,310.5289624050852,112,3:53:48
9.0%,450000,1799.9999999850832,-3519231.8839627765,574452.072078647,311.35893595585725,112,3:53:38
9.1%,452500,1809.9999999848467,-3518989.9213424493,572998.6891903055,310.5711874705693,112,3:53:28
9.1%,455000,1819.9999999846102,-3518454.654539684,575461.4413833395,311.9060245085338,112,3:53:29
9.2%,457500,1829.9999999843737,-3518447.52200073,572891.5316564697,310.5131069842477,112,3:53:18
9.2%,460000,1839.9999999841373,-3519706.2671795804,573187.7719126112,310.67367225230527,112,3:53:07
9.2%,462500,1849.9999999839008,-3520716.9163067155,575139.0952544899,311.7313095887583,112,3:52:57
9.3%,465000,1859.9999999836643,-3519986.8029955365,574904.6967543168,311.6042631889787,112,3:52:59
9.3%,467500,1869.9999999834279,-3518930.205856772,574129.4825324018,311.18408910134775,112,3:52:49
9.4%,470000,1879.9999999831914,-3518819.367670307,574129.773744758,311.1842469414423,112,3:52:37
9.4%,472500,1889.999999982955,-3515498.546030557,573379.0557290774,310.77735004973226,112,3:52:27
9.5%,475000,1899.9999999827185,-3519007.932796132,572100.4023535561,310.0843067589002,112,3:52:28
9.6%,477500,1909.999999982482,-3519401.7237307634,573658.2688071659,310.9286864120227,112,3:52:18
9.6%,480000,1919.9999999822455,-3518161.3672124986,576629.9371796417,312.5393612575668,112,3:52:07
9.7%,482500,1929.999999982009,-3515217.067971837,574443.5877035216,311.3543373372088,112,3:51:57
9.7%,485000,1939.9999999817726,-3518979.622217087,574614.2778383801,311.4468531472317,112,3:51:57
9.8%,487500,1949.9999999815361,-3517493.3153969273,572501.795627564,310.30186604499124,112,3:51:48
9.8%,490000,1959.9999999812997,-3517008.3910768144,575170.0665236035,311.7480963354081,112,3:51:37
9.8%,492500,1969.9999999810632,-3517483.282472983,575330.6587074434,311.83513895203976,112,3:51:28
9.9%,495000,1979.9999999808267,-3519866.39678403,572273.2969406104,310.17801740470384,112,3:51:39
9.9%,497500,1989.9999999805902,-3521449.474535957,573521.9476986474,310.8547989680397,112,3:51:34
10.0%,500000,1999.9999999803538,-3517799.050104227,575638.5060220142,312.0019953652385,112,3:51:25
10.1%,502500,2009.9999999801173,-3520378.7633354794,576338.7970915476,312.38156033308746,112,3:51:16
10.1%,505000,2019.9999999798808,-3516449.8765895218,573660.772270738,310.9300433150472,112,3:51:08
10.2%,507500,2029.9999999796444,-3517956.510439681,574672.53473007,311.4784289821713,112,3:51:08
10.2%,510000,2039.999999979408,-3520760.8657406233,576604.6831218342,312.52567329829265,112,3:50:58
10.2%,512500,2049.9999999791717,-3519476.4830717687,574030.3036935874,311.1303331498533,112,3:50:52
10.3%,515000,2059.999999978935,-3518798.4704100695,574310.2328930212,311.28205765728393,112,3:50:44
10.3%,517500,2069.9999999786987,-3519266.1812442318,575125.112797406,311.7237309530961,112,3:50:45
10.4%,520000,2079.9999999784623,-3516822.8487089407,575307.0281571886,311.8223309505701,112,3:50:40
10.4%,522500,2089.999999978226,-3519392.5250795037,573566.4457195253,310.87891735337786,112,3:50:36
10.5%,525000,2099.9999999779893,-3517423.3326075133,575748.7464650997,312.06174682010607,112,3:50:31
10.6%,527500,2109.999999977753,-3520799.8325495087,573274.1457690841,310.7204877715678,112,3:50:36
10.6%,530000,2119.9999999775164,-3516734.3258166406,574378.7235217676,311.319180283045,112,3:50:32
10.7%,532500,2129.99999997728,-3518239.8097609803,575007.2430279538,311.6598443248083,112,3:50:23
10.7%,535000,2139.9999999770434,-3517136.8951437995,575466.4348044479,311.90873099417234,112,3:50:15
10.8%,537500,2149.999999976807,-3518644.989800142,575327.7741985822,311.8335755185464,112,3:50:14
10.8%,540000,2159.9999999765705,-3518667.582999071,573026.1473034979,310.5860700505485,112,3:50:06
10.8%,542500,2169.999999976334,-3519865.6913565304,572095.6235643191,310.08171660594525,112,3:50:00
10.9%,545000,2179.9999999760976,-3520940.9006293826,573190.0022051099,310.67488109379616,112,3:49:56
10.9%,547500,2189.999999975861,-3518127.365778072,574303.1878903857,311.2782391933407,112,3:49:55
11.0%,550000,2199.9999999756246,-3518182.421131909,575955.7546619383,312.17394739354745,112,3:49:46
11.1%,552500,2209.999999975388,-3518199.3128915112,573046.66599188,310.5971913908524,112,3:49:37
11.1%,555000,2219.9999999751517,-3520502.61402533,573560.9800300861,310.87595489344295,112,3:49:30
11.2%,557500,2229.999999974915,-3522012.495710673,574908.2329746839,311.6061798568162,111,3:49:34
11.2%,560000,2239.9999999746788,-3522177.6498106867,574625.5542562932,311.45296508180985,111,3:49:31
11.2%,562500,2249.9999999744423,-3521899.855602309,574701.3913746902,311.4940695805796,111,3:49:24
11.3%,565000,2259.999999974206,-3516621.458290359,572390.0198917018,310.2412824456357,111,3:49:17
11.3%,567500,2269.9999999739694,-3518496.4593295734,575068.2131001803,311.6928907315258,111,3:49:18
11.4%,570000,2279.999999973733,-3520556.083989635,574045.7533656876,311.13870703115646,111,3:49:08
11.4%,572500,2289.9999999734964,-3520696.2770234365,573338.6783429848,310.75546509086183,111,3:49:00
11.5%,575000,2299.99999997326,-3519108.0834519975,572764.1998280439,310.44409182260245,111,3:48:53
11.6%,577500,2309.9999999730235,-3520839.9843837135,573260.219179498,310.7129394166644,111,3:48:52
11.6%,580000,2319.999999972787,-3521881.93910069,572816.0479395746,310.4721940327296,111,3:48:44
11.7%,582500,2329.9999999725505,-3516846.7461646274,576116.3665767042,312.2610007045441,111,3:48:35
11.7%,585000,2339.999999972314,-3522379.536243988,575811.2655382542,312.0956328012705,111,3:48:25
11.8%,587500,2349.9999999720776,-3520999.216204347,574161.7616204626,311.20158469932846,111,3:48:17
11.8%,590000,2359.999999971841,-3522530.95291326,574319.6482425095,311.2871608736197,111,3:48:14
11.8%,592500,2369.9999999716047,-3519332.2023192346,572517.6416255714,310.3104547390156,111,3:48:03
11.9%,595000,2379.999999971368,-3518317.2050458267,574964.2008604201,311.63651502696797,111,3:47:55
11.9%,597500,2389.9999999711317,-3516662.3565109316,571733.6026582842,309.8854975485591,111,3:47:50
12.0%,600000,2399.9999999708953,-3520628.6309437975,574789.3092836014,311.5417219921568,111,3:47:52
12.1%,602500,2409.999999970659,-3517481.1548624076,574736.7816688651,311.51325148429805,111,3:47:44
12.1%,605000,2419.9999999704223,-3519654.820367748,572978.1627195477,310.5600619121377,111,3:47:36
12.2%,607500,2429.999999970186,-3519748.714457307,574538.9870615411,311.4060447712099,111,3:47:30
12.2%,610000,2439.9999999699494,-3513892.7164465524,576358.1501004687,312.392049863125,111,3:47:31
12.2%,612500,2449.999999969713,-3518574.58990987,574023.7832187235,311.1267989853612,111,3:47:24
12.3%,615000,2459.9999999694764,-3516484.3829044923,575054.4108295669,311.6854097587852,111,3:47:19
12.3%,617500,2469.99999996924,-3517285.128634887,574973.4448790443,311.6415253802118,111,3:47:15
12.4%,620000,2479.9999999690035,-3516886.968329422,573711.8245649419,310.95771418399175,111,3:47:16
12.4%,622500,2489.999999968767,-3519417.479578264,573221.4732155374,310.6919387053819,111,3:47:10
12.5%,625000,2499.9999999685306,-3522129.7779992726,573744.2786038918,310.9753046071551,111,3:47:07
12.6%,627500,2509.999999968294,-3519374.2774626613,573573.3752064509,310.88267320661737,111,3:47:02
12.6%,630000,2519.9999999680576,-3520236.6591172516,575957.0276073165,312.17463734304494,111,3:47:04
12.7%,632500,2529.999999967821,-3518654.1668362543,575593.047340044,311.9773562917002,111,3:46:58
12.7%,635000,2539.9999999675847,-3519936.5362117793,574186.9021487192,311.2152111244173,111,3:46:51
12.8%,637500,2549.9999999673482,-3520510.3310496025,572755.4578073918,310.43935355742656,111,3:46:43
12.8%,640000,2559.9999999671118,-3519505.111104727,574033.6505859934,311.13214719998723,111,3:46:41
12.8%,642500,2569.9999999668753,-3517762.0963560604,573195.3600942895,310.67778512488076,111,3:46:34
12.9%,645000,2579.999999966639,-3518080.2533230614,574284.1990138702,311.2679470268149,111,3:46:27
12.9%,647500,2589.9999999664024,-3519353.4124818817,576237.0326379479,312.3264029517653,111,3:46:19
13.0%,650000,2599.999999966166,-3519999.8505554628,572474.3858489878,310.2870096628715,111,3:46:17
13.1%,652500,2609.9999999659294,-3521134.5010236744,572027.594177159,310.04484397787155,111,3:46:09
13.1%,655000,2619.999999965693,-3516042.675866302,573621.1540532345,310.90856983336624,111,3:46:01
13.2%,657500,2629.9999999654565,-3519517.7138491124,573380.221431644,310.7779818725221,111,3:45:53
13.2%,660000,2639.99999996522,-3519471.1067042127,573344.0871062984,310.7583966962507,111,3:45:50
13.2%,662500,2649.9999999649835,-3518878.7181327883,573938.5422373817,311.0805974960805,111,3:45:43
13.3%,665000,2659.999999964747,-3518582.6489957124,575437.0718121671,311.89281595012005,111,3:45:35
13.3%,667500,2669.9999999645106,-3520315.2458415236,571071.1353969411,309.5264334740732,111,3:45:27
13.4%,670000,2679.999999964274,-3520818.504227167,574725.4122389451,311.5070891362548,111,3:45:23
13.4%,672500,2689.9999999640377,-3520010.8417526726,573597.233707737,310.8956047598922,111,3:45:15
13.5%,675000,2699.999999963801,-3519338.6655270234,576259.8717740327,312.3387819986086,111,3:45:07
13.6%,677500,2709.9999999635647,-3522600.5087712035,574002.0406343758,311.1150142808462,111,3:44:58
13.6%,680000,2719.9999999633283,-3523442.9803584274,573259.3676975325,310.71247790467476,111,3:44:50
13.7%,682500,2729.999999963092,-3518251.7408325598,574795.6023743853,311.5451329121371,111,3:44:47
13.7%,685000,2739.9999999628553,-3518790.106397234,576463.1147948524,312.44894180789254,111,3:44:39
13.8%,687500,2749.999999962619,-3519341.5688289236,574641.584103245,311.46165342385444,111,3:44:29
13.8%,690000,2759.9999999623824,-3520592.7649910413,573819.7623741315,311.01621758758654,111,3:44:20
13.8%,692500,2769.999999962146,-3522032.0438890196,575017.7906617583,311.6655612508982,111,3:44:15
13.9%,695000,2779.9999999619095,-3520841.3593470305,573212.5348344989,310.6870940108555,111,3:44:06
13.9%,697500,2789.999999961673,-3517454.0820990168,571752.436377193,309.8957056180648,111,3:43:56
14.0%,700000,2799.9999999614365,-3520600.4851265047,574455.3324715795,311.36070312238616,111,3:43:47
14.1%,702500,2809.9999999612,-3521552.8576018214,573683.8252761251,310.94253828125375,111,3:43:42
14.1%,705000,2819.9999999609636,-3520279.6961878873,572790.0194586037,310.45808632812975,111,3:43:32
14.2%,707500,2829.999999960727,-3516703.572193943,574060.4634040223,311.14668002334565,111,3:43:23
14.2%,710000,2839.9999999604906,-3516408.673484007,573631.0289554464,310.9139221320084,111,3:43:14
14.2%,712500,2849.999999960254,-3518416.329454411,574270.2435357467,311.26038301402696,111,3:43:09
14.3%,715000,2859.9999999600177,-3518792.4594690017,573732.4815276153,310.96891047038486,111,3:43:00
14.3%,717500,2869.9999999597812,-3520115.803878039,572439.6771074571,310.2681971677015,111,3:42:50
14.4%,720000,2879.9999999595448,-3516148.2224165834,572297.203453645,310.1909749808406,111,3:42:41
14.4%,722500,2889.9999999593083,-3516008.6323196366,574218.2682258375,311.2322118610694,111,3:42:36
14.5%,725000,2899.999999959072,-3517843.410241587,574875.0171635742,311.58817654530134,111,3:42:27
14.6%,727500,2909.9999999588354,-3519882.8206346985,574328.9827625372,311.29222027955575,111,3:42:18
14.6%,730000,2919.999999958599,-3519436.8660990335,576224.2100443977,312.31945297407697,111,3:42:08
14.7%,732500,2929.9999999583624,-3520784.768350914,574322.6975194123,311.2888136130875,111,3:41:59
14.7%,735000,2939.999999958126,-3516774.162798537,573763.1095162141,310.9855111554621,111,3:41:54
14.8%,737500,2949.9999999578895,-3518937.069618201,575357.5710854641,311.84972573793857,111,3:41:45
14.8%,740000,2959.999999957653,-3519068.338636713,572288.6648077598,310.1863469468817,111,3:41:35
14.8%,742500,2969.9999999574165,-3517921.189394513,574921.8824226314,311.61357799809883,111,3:41:26
14.9%,745000,2979.99999995718,-3518201.630491823,573573.297438439,310.88263105555444,111,3:41:21
14.9%,747500,2989.9999999569436,-3517758.08080326,572852.8979940207,310.49216714154045,111,3:41:12
15.0%,750000,2999.999999956707,-3520680.6348699927,572817.1277360118,310.472779293513,111,3:41:02
15.1%,752500,3009.9999999564707,-3518896.043030167,572849.5816190237,310.49036963215633,111,3:40:54
15.1%,755000,3019.999999956234,-3521404.047692608,574334.0544110206,311.29496916523675,111,3:40:49
15.2%,757500,3029.9999999559977,-3523030.5542049054,575101.3290222064,311.71083990212924,111,3:40:40
15.2%,760000,3039.9999999557613,-3519346.2560313307,572267.305673657,310.1747700763465,111,3:40:30
15.2%,762500,3049.999999955525,-3518703.3022809513,574170.9893009153,311.20658619711514,111,3:40:21
15.3%,765000,3059.9999999552883,-3520466.0421696976,574154.4857076111,311.19764107967126,111,3:40:16
15.3%,767500,3069.999999955052,-3519830.4750468563,575192.7715590114,311.7604026983042,111,3:40:06
15.4%,770000,3079.9999999548154,-3520777.286154803,568964.0638661953,308.3843790161235,111,3:39:57
15.4%,772500,3089.999999954579,-3518628.3234451115,574610.438138746,311.4447719905076,111,3:39:47
15.5%,775000,3099.9999999543425,-3522067.0678295903,572552.479990055,310.3293374911603,111,3:39:38
15.6%,777500,3109.999999954106,-3517927.6158740968,575037.8821241824,311.6764510303354,111,3:39:33
15.6%,780000,3119.9999999538695,-3519508.3736871444,573361.4268166483,310.76779499773966,111,3:39:24
15.7%,782500,3129.999999953633,-3523048.230194254,572959.1365025446,310.5497495066834,111,3:39:15
15.7%,785000,3139.9999999533966,-3524750.8314385973,572355.5941657133,310.2226233478027,111,3:39:06
15.8%,787500,3149.99999995316,-3518594.268849481,574005.6123789658,311.1169502031783,111,3:39:01
15.8%,790000,3159.9999999529236,-3519270.882524593,575397.5844058624,311.8714133694553,111,3:38:51
15.8%,792500,3169.999999952687,-3521251.1046562046,575268.7131950161,311.80156384669317,111,3:38:41
15.9%,795000,3179.9999999524507,-3521582.327819705,572464.3193841422,310.28155353531014,111,3:38:32
15.9%,797500,3189.9999999522142,-3518091.133729741,572195.8106345057,310.1360190292213,111,3:38:27
16.0%,800000,3199.9999999519778,-3519039.938807646,570929.3501771155,309.44958442551916,111,3:38:18
16.1%,802500,3209.9999999517413,-3522070.38474505,574083.7028764361,311.15927605660005,111,3:38:09
16.1%,805000,3219.999999951505,-3516484.4555302113,576350.3024998752,312.3877963828273,111,3:37:59
16.1%,807500,3229.9999999512684,-3519783.6219276953,573292.4399220349,310.7304033907705,111,3:37:54
16.2%,810000,3239.999999951032,-3519324.2115388364,572691.4082536912,310.40463804005276,111,3:37:45
16.2%,812500,3249.9999999507954,-3515841.830711335,574590.7398074514,311.43409529218917,111,3:37:36
16.3%,815000,3259.999999950559,-3520983.8944712337,575657.6052042414,312.0123473185953,111,3:37:27
16.4%,817500,3269.9999999503225,-3519608.768055424,576270.2555860875,312.3444101316239,111,3:37:18
16.4%,820000,3279.999999950086,-3521667.3975965325,575619.5389893089,311.99171503828273,111,3:37:13
16.4%,822500,3289.9999999498496,-3519449.158319382,572566.9084968156,310.3371578903385,111,3:37:03
16.5%,825000,3299.999999949613,-3518566.2777341716,576916.7615429531,312.69482301479167,111,3:36:54
16.6%,827500,3309.9999999493766,-3519337.4862132054,574369.0653351285,311.31394544647395,111,3:36:45
16.6%,830000,3319.99999994914,-3519555.6424588338,574226.3576930854,311.2365964355834,111,3:36:41
16.6%,832500,3329.9999999489037,-3520752.1986098047,572650.9318576774,310.3826994167859,111,3:36:32
16.7%,835000,3339.999999948667,-3520918.1958310436,575966.7265690069,312.1798942801135,111,3:36:23
16.8%,837500,3349.9999999484307,-3520691.8207365368,574887.3038049615,311.5948360314008,111,3:36:14
16.8%,840000,3359.9999999481943,-3520165.651012471,572154.3508721113,310.1135474112543,111,3:36:09
