mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,num_heavy_atoms,num_rings,qed,lipinski_violations,veber_violations,pains_alerts,permeability_score,pgp_risk,compound_id,smiles,cnn_affinity,type,drug_name,ligand_efficiency,label_le,le_score
541.5690000000002,-2.251999999999996,207.73999999999995,3,13,9,2,0.3333333333333333,35,4,0.1742795027162374,2,1,0,0.0,1,fda_1039,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,4.51875544,FDA,CEFONICID,0.12910729828571427,-1,0.0076528527
89.07,-1.8829,60.36,1,3,1,0,0.6666666666666666,6,0,0.4085864124474562,0,0,0,0.5688571428571428,0,fda_1202,C[C@H](O)C(=O)[O-],2.7041328,FDA,LACTIC ACID,0.4506888,1,0.98863006
302.34900000000005,2.3681,64.35,2,3,7,2,0.2352941176470588,22,2,0.8250455320199923,0,0,0,0.540357142857143,0,fda_1827,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,3.31493688,FDA,SAFINAMIDE,0.1506789490909091,-1,0.9904661
614.4830000000003,3.4326000000000025,136.82000000000002,1,7,7,4,0.2068965517241379,41,5,0.3369312317444118,1,0,0,0.0227142857142855,1,fda_1824,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)[O-])c1,5.02756929,FDA,LIFITEGRAST,0.12262364121951219,0,0.010892018
613.8030000000003,2.8669000000000016,118.03000000000002,4,7,11,3,0.4722222222222222,45,5,0.2628234200956571,1,1,0,0.1569285714285713,1,fda_1271,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,5.06193924,FDA,INDINAVIR,0.11248753866666666,0,0.0066818944
181.162,-1.5621999999999985,92.17,2,4,5,0,0.8333333333333334,12,0,0.5360122413008694,0,0,0,0.3416428571428571,0,fda_1558,NCCC[C@@](N)(C(=O)[O-])C(F)F,3.29629827,FDA,EFLORNITHINE,0.2746915225,1,0.994364
489.9310000000001,5.544200000000004,91.92,2,4,7,4,0.1304347826086956,33,4,0.3330906331966008,1,0,0,0.3434285714285714,1,fda_1528,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,5.40291452,FDA,VEMURAFENIB,0.16372468242424243,-1,0.24792682
602.9050000000001,3.633500000000006,59.08,0,6,4,0,0.9428571428571428,43,6,0.3620424161456103,1,0,0,0.5780000000000001,0,fda_1248,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,6.06469393,FDA,PIPECURONIUM,0.14103939372093022,-1,0.07001674
323.371,2.979300000000001,56.92,3,2,3,3,0.2105263157894736,24,4,0.6939222125348533,0,0,0,0.5934285714285714,0,fda_1826,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,5.04596853,FDA,RUCAPARIB,0.21024868875,-1,0.98593026
278.4190000000001,4.358700000000004,0.0,0,0,2,2,0.3,21,3,0.7160780584944451,0,0,0,1.0,0,fda_106,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,4.52620554,FDA,DIPHEMANIL,0.21553359714285716,-1,0.9842919
254.28599999999997,-0.1878999999999994,93.81,3,5,6,1,0.4166666666666667,18,1,0.6540368201081147,0,0,0,0.3299285714285714,0,fda_1187,COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,3.44303036,FDA,MIDODRINE,0.19127946444444444,-1,0.99314237
545.6290000000004,2.5807,123.99000000000002,2,10,9,1,0.6551724137931034,39,5,0.4476247910169288,1,0,0,0.1143571428571427,0,fda_1594,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,5.15336227,FDA,OMACETAXINE MEPESUCCINATE,0.1321374941025641,-1,0.15539965
283.348,-0.527799999999998,104.48,2,5,6,0,0.7142857142857143,20,1,0.6817577267914008,0,0,0,0.2537142857142858,0,fda_1561,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N)[C@H]1NC(C)=O,4.08763361,FDA,M OSELTAMIVIR,0.2043816805,-1,0.98589665
319.4450000000001,3.029900000000002,41.93,1,4,4,1,0.6842105263157895,23,3,0.9261145183663508,0,0,0,0.7005,0,fda_1638,COc1cc2c(cc1OC)[C@@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2,4.25459814,FDA,M TETRABENAZINE,0.18498252782608696,-1,0.98732275
129.09099999999998,-1.5345000000000004,66.43,0,4,2,0,0.2,9,0,0.3346886538696794,0,0,0,0.5255,0,fda_1624,COC(=O)/C=C/C(=O)[O-],4.53428936,FDA,MONOMETHYL FUMARATE,0.5038099288888889,1,0.9503495
412.6140000000003,6.400500000000007,43.370000000000005,0,3,4,0,0.8518518518518519,30,5,0.5017591238230259,1,0,0,0.6902142857142857,0,fda_1335,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,6.27472258,FDA,TESTOSTERONE CYPIONATE,0.20915741933333332,-1,0.8390238
181.162,-1.5621999999999985,92.17,2,4,5,0,0.8333333333333334,12,0,0.5360122413008694,0,0,0,0.3416428571428571,0,fda_1402,NCCC[C@](N)(C(=O)[O-])C(F)F,2.75194836,FDA,EFLORNITHINE,0.22932903000000002,-1,0.994364
456.3220000000001,4.245200000000003,90.93,1,7,7,1,0.3809523809523809,30,2,0.4847733126082574,0,0,0,0.3505,0,fda_1439,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,4.44425201,FDA,CLEVIDIPINE,0.14814173366666666,-1,0.9186494
402.48700000000014,2.1284,100.90000000000002,2,6,3,0,0.6956521739130435,29,4,0.7016123362777874,0,0,0,0.2792857142857141,0,fda_172,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.64298868,FDA,PREDNISOLONE ACETATE,0.19458581655172413,-1,0.89168483
233.31099999999995,2.0852999999999997,38.33,1,3,3,1,0.5,17,2,0.8123400616112664,0,0,0,0.7262142857142857,0,fda_180,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,3.19584346,FDA,METHYLPHENIDATE,0.18799079176470587,-1,0.98782235
135.20999999999998,1.5763,26.02,1,1,2,1,0.3333333333333333,10,1,0.6542162175383444,0,0,0,0.8141428571428572,0,fda_1332,C[C@H](N)Cc1ccccc1,2.81100678,FDA,DEXTROAMPHETAMINE,0.281100678,1,0.9926399
510.56300000000016,-2.204499999999997,193.64000000000004,2,15,8,2,0.375,33,4,0.1685610297305967,2,1,0,0.0,1,fda_1036,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,4.98890781,FDA,CEFMENOXIME,0.15117902454545454,-1,0.0081619555
205.301,2.599600000000001,20.31,0,2,5,1,0.4615384615384615,15,1,0.6885993839924636,0,0,0,0.8549285714285714,0,fda_1119,CCN(CC)[C@H](C)C(=O)c1ccccc1,3.42219257,FDA,DIETHYLPROPION,0.22814617133333334,-1,0.9890071
149.19,-1.734699999999999,63.93000000000001,3,4,6,0,1.0,10,0,0.419530358360434,0,0,0,0.5433571428571429,0,fda_1342,OCCN(CCO)CCO,2.56090617,FDA,TROLAMINE,0.256090617,-1,0.9914545
247.3379999999999,2.2131,29.54,0,3,3,1,0.5333333333333333,18,2,0.7669944339918414,0,0,0,0.789,0,fda_14,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.99196529,FDA,MEPERIDINE,0.22177584944444445,-1,0.98664224
293.37000000000006,3.1285200000000017,39.82,0,4,2,3,0.3333333333333333,22,4,0.7280085381147323,0,0,0,0.7155714285714285,0,fda_1192,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,3.9746542,FDA,ONDANSETRON,0.1806661,-1,0.9835065
245.32199999999995,2.2512,38.33,1,2,4,1,0.5333333333333333,18,3,0.8832265983704791,0,0,0,0.7262142857142857,0,fda_1736,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,3.6575706,FDA,TASIMELTEON,0.20319836666666669,-1,0.9872803
502.9540000000002,-0.7574999999999965,154.45,3,10,9,0,0.9444444444444444,31,2,0.2705308269334761,1,1,0,0.0,0,fda_1445,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,3.81997371,FDA,CLINDAMYCIN PHOSPHATE,0.12322495838709678,0,0.014064268
482.82100000000014,5.688800000000002,92.35,3,4,5,3,0.0952380952380952,33,3,0.4073596452034195,1,0,0,0.3403571428571428,1,fda_1585,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,5.22351837,FDA,REGORAFENIB,0.15828843545454546,-1,0.6511309
162.19,-1.8291999999999993,69.23,2,4,3,0,0.6,10,0,0.4795672584018238,0,0,0,0.5055,0,fda_1397,C[C@@H](S)C(=O)NCC(=O)[O-],2.68835235,FDA,TIOPRONIN,0.268835235,1,0.994364
413.39300000000026,3.993300000000003,47.61000000000001,2,3,5,1,0.65,27,3,0.7675407710648973,0,0,0,0.6599285714285714,0,fda_1795,CNC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,4.85070038,FDA,M CARIPRAZINE,0.17965556962962964,-1,0.9829337
475.46500000000026,-1.6877999999999973,212.96,3,11,10,3,0.2608695652173913,35,3,0.2813060083578683,1,1,0,0.0,1,fda_1495,C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4.98038483,FDA,PRALATREXATE,0.14229670942857142,-1,0.012139796
185.22600000000003,2.1459200000000003,22.0,0,2,1,2,0.0833333333333333,14,2,0.6668204072157461,0,0,0,0.8428571428571429,0,fda_1739,Cc1ccc(=O)n(-c2ccccc2)c1,3.54147339,FDA,PIRFENIDONE,0.252962385,-1,0.9907381
308.333,3.609600000000002,67.50999999999999,1,4,4,3,0.1578947368421052,23,3,0.799206301564618,0,0,0,0.5177857142857143,0,fda_147,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4.85922766,FDA,WARFARIN,0.21127076782608697,-1,0.987806
407.57600000000014,5.675500000000006,58.59,0,4,20,0,1.0,27,0,0.148054699506973,1,1,0,0.5814999999999999,0,fda_1732,CCCCCCCCCCCCCCCCO[P@@](=O)([O-])OCC[N+](C)(C)C,4.62231779,FDA,MILTEFOSINE,0.17119695518518518,-1,0.40248635
378.899,5.645700000000005,29.46,1,2,8,3,0.1666666666666666,27,3,0.4053557584634295,1,0,0,0.7895714285714286,0,fda_1597,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,4.97705078,FDA,OSPEMIFENE,0.18433521407407408,-1,0.76816404
379.50000000000017,4.361100000000004,38.77,0,4,6,2,0.4583333333333333,28,4,0.7474614915624849,0,0,0,0.7230714285714286,0,fda_1198,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,4.88029289,FDA,DONEPEZIL,0.17429617464285713,-1,0.9835065
1056.2389999999998,-4.329100000000012,425.54999999999984,13,16,19,2,0.5,73,4,0.0467371473973945,3,2,0,0.0,1,fda_1367,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,4.6994195,FDA,LYPRESSIN,0.0643756095890411,0,0.006665514
163.264,2.2271,12.03,1,1,3,1,0.4545454545454545,12,1,0.7201830349328019,0,0,0,0.9140714285714284,0,fda_112,CNC(C)(C)Cc1ccccc1,2.91908836,FDA,MEPHENTERMINE,0.24325736333333334,-1,0.9907884
232.27999999999992,1.2294000000000005,104.64,2,4,6,0,0.8,16,0,0.7179858695750139,0,0,0,0.2525714285714286,0,fda_1376,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,3.77110028,FDA,MEBUTAMATE,0.2356937675,-1,0.9899317
373.44900000000007,3.891000000000003,46.61,0,5,5,2,0.4,26,4,0.7462318337051916,0,0,0,0.6670714285714285,0,fda_1474,CC(=O)Oc1cc2c(s1)CCN([C@H](C(=O)C1CC1)c1ccccc1F)C2,4.61686516,FDA,PRASUGREL,0.1775717369230769,-1,0.9829337
588.2820000000002,3.572700000000003,128.22000000000003,2,8,11,3,0.2631578947368421,32,3,0.3258129796797541,1,1,0,0.0841428571428569,1,fda_1615,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,4.9793725,FDA,MACITENTAN,0.155605390625,-1,0.010598938
194.237,2.970200000000001,38.91,1,2,0,3,0.0,15,3,0.558615089468334,0,0,1,0.7220714285714286,0,fda_1130,Nc1c2ccccc2nc2ccccc12,3.4243381,FDA,ACRISORCIN,0.22828920666666666,-1,0.9882172
459.5060000000003,2.699600000000001,110.76,1,6,5,3,0.28,34,5,0.6307445123645383,0,0,0,0.2088571428571429,1,fda_1571,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,6.06077814,FDA,APIXABAN,0.17825818058823528,-1,0.7223709
221.256,1.7906399999999998,47.56,1,3,3,1,0.4166666666666667,16,2,0.8460710155484404,0,0,0,0.6602857142857143,0,fda_1134,Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1,3.34436345,FDA,METAXALONE,0.209022715625,-1,0.99194336
620.735,2.2981199999999986,175.40000000000003,2,14,9,2,0.4,41,4,0.1383168578348206,2,1,0,0.0,1,fda_1425,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,5.49285269,FDA,CEFDITOREN PIVOXIL,0.1339720168292683,-1,0.005852116
167.296,2.4206000000000003,12.03,1,1,1,0,1.0,12,2,0.632181599279575,0,0,0,0.9140714285714284,0,fda_181,CN[C@@]1(C)[C@H]2CC[C@H](C2)C1(C)C,3.55595589,FDA,MECAMYLAMINE,0.2963296575,1,0.99056226
354.8350000000001,1.2344999999999997,69.67,1,6,4,1,0.375,23,2,0.5001850177708402,0,0,0,0.5023571428571428,0,fda_1564,COC(=O)[C@H](c1ccccc1Cl)N1CC[C@H](S)/C(=C/C(=O)[O-])C1,4.62794828,FDA,M CLOPIDOGREL,0.20121514260869566,-1,0.93183666
584.105,5.090000000000003,85.86,2,9,8,3,0.4482758620689655,40,5,0.3521921877728202,2,0,0,0.3867142857142857,1,fda_1841,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,4.90723181,FDA,BRIGATINIB,0.12268079525,0,0.015859801
1815.708,2.83330000000001,575.3400000000001,20,30,22,7,0.4204545454545454,128,15,0.0433800730318552,3,2,0,0.0,1,fda_1711,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,6.46600103,FDA,DALBAVANCIN,0.050515633046875,0,0.004449691
581.0690000000002,6.139100000000005,106.35,2,8,11,5,0.1724137931034483,40,5,0.1794794929805593,2,1,0,0.2403571428571428,1,fda_1309,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,5.74226332,FDA,LAPATINIB,0.14355658300000002,-1,0.012667418
137.142,-0.3149000000000006,68.00999999999999,2,3,1,1,0.0,10,1,0.3165786787720106,0,0,0,0.5142142857142857,0,fda_117,NNC(=O)c1ccncc1,3.18299389,FDA,ISONIAZID,0.318299389,1,0.9377997
298.34400000000005,-1.7203999999999986,119.05,2,6,6,0,0.5833333333333334,20,2,0.2604540277735749,0,0,0,0.1496428571428572,0,fda_1043,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCC/N=C/N)C[C@H]12,3.1855762,FDA,IMIPENEM,0.15927881,-1,0.41717923
224.26,0.961,75.27000000000001,2,3,4,0,0.5454545454545454,16,1,0.5513835393856523,0,0,0,0.4623571428571428,0,fda_156,C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O,4.61890173,FDA,TALBUTAL,0.288681358125,1,0.99455535
332.353,-2.9255999999999953,129.51,5,9,2,0,0.9285714285714286,23,3,0.3608202823251693,0,0,0,0.0749285714285714,0,fda_1001,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,2.88872075,FDA,SPECTINOMYCIN,0.1255965543478261,-1,0.37775886
322.38800000000003,1.3302000000000005,61.19,0,5,1,2,0.3684210526315789,24,4,0.7945896150211051,0,0,1,0.5629285714285714,0,fda_1541,CN1CCC(=C2c3ccccc3CCn3c(C(=O)[O-])cnc32)CC1,4.61348534,FDA,M ALCAFTADINE,0.19222855583333334,-1,0.9896953
177.247,1.736,21.26,1,2,1,1,0.4545454545454545,13,2,0.705114488465338,0,0,0,0.8481428571428572,0,fda_1764,C[C@H]1NCCO[C@H]1c1ccccc1,2.89153695,FDA,PHENMETRAZINE,0.2224259192307692,-1,0.99017334
366.4280000000001,4.989100000000003,97.42,2,6,5,3,0.0909090909090909,28,3,0.6174794624332792,0,0,0,0.3041428571428571,0,fda_1516,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,5.61041641,FDA,RILPIVIRINE,0.20037201464285714,-1,0.9025153
183.251,1.1278,46.17,1,2,2,0,0.8,13,1,0.6521582317615695,0,0,0,0.6702142857142857,0,fda_1767,CCC1(CC)C(=O)NC[C@H](C)C1=O,3.55616069,FDA,METHYPRYLON,0.2735508223076923,1,0.99272597
271.17299999999994,-1.703699999999999,142.04000000000002,1,9,5,2,0.375,18,2,0.5002251734160523,0,1,0,0.0,0,fda_1644,Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-],3.8366344,FDA,ADEFOVIR,0.21314635555555556,-1,0.89674217
354.8350000000001,1.2344999999999997,69.67,1,6,4,1,0.375,23,2,0.5001850177708402,0,0,0,0.5023571428571428,0,fda_1565,COC(=O)[C@H](c1ccccc1Cl)N1CC[C@@H](S)/C(=C/C(=O)[O-])C1,4.66389227,FDA,M CLOPIDOGREL,0.2027779247826087,-1,0.93183666
195.693,2.589200000000001,12.03,1,1,0,1,0.4545454545454545,13,2,0.6712914663019366,0,0,0,0.9140714285714284,0,fda_1575,C[C@H]1CNCCc2ccc(Cl)cc21,2.96360493,FDA,LORCASERIN,0.22796961,-1,0.9873137
529.7860000000004,4.407500000000003,59.00000000000001,1,5,5,0,0.90625,38,6,0.3249028216616177,1,0,0,0.5785714285714285,0,fda_1259,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,6.08955383,FDA,ROCURONIUM,0.16025141657894737,-1,0.35533842
198.222,0.5009999999999999,66.48,1,3,2,0,0.6666666666666666,14,1,0.6569080951365892,0,0,0,0.5251428571428571,0,fda_116,CCC1(CC)C(=O)NC(=O)N(C)C1=O,5.27937651,FDA,METHARBITAL,0.3770983221428571,1,0.9942801
198.15399999999997,-2.430299999999999,89.89999999999999,1,5,2,0,0.5,14,2,0.4981022142507373,0,0,0,0.3578571428571429,0,fda_1034,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,3.06482768,FDA,CLAVULANATE,0.21891626285714286,-1,0.9920912
