mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,num_heavy_atoms,num_rings,qed,lipinski_violations,veber_violations,pains_alerts,permeability_score,pgp_risk,compound_id,smiles,cnn_affinity,type,drug_name
162.19,-1.8291999999999993,69.23,2,4,3,0,0.6,10,0,0.4795672584018238,0,0,0,0.5055,0,fda_1397,C[C@@H](S)C(=O)NCC(=O)[O-],2.68835235,FDA,TIOPRONIN
413.39300000000026,3.993300000000003,47.61000000000001,2,3,5,1,0.65,27,3,0.7675407710648973,0,0,0,0.6599285714285714,0,fda_1795,CNC(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,4.85070038,FDA,M CARIPRAZINE
475.46500000000026,-1.6877999999999973,212.95999999999998,3,11,10,3,0.2608695652173913,35,3,0.28130600835786834,1,1,0,0.0,1,fda_1495,C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,4.98038483,FDA,PRALATREXATE
185.22600000000003,2.1459200000000003,22.0,0,2,1,2,0.08333333333333333,14,2,0.6668204072157461,0,0,0,0.8428571428571429,0,fda_1739,Cc1ccc(=O)n(-c2ccccc2)c1,3.54147339,FDA,PIRFENIDONE
308.333,3.609600000000002,67.50999999999999,1,4,4,3,0.15789473684210525,23,3,0.799206301564618,0,0,0,0.5177857142857143,0,fda_147,CC(=O)C[C@@H](c1ccccc1)c1c(O)oc2ccccc2c1=O,4.85922766,FDA,WARFARIN
407.57600000000014,5.675500000000006,58.59,0,4,20,0,1.0,27,0,0.148054699506973,1,1,0,0.5814999999999999,0,fda_1732,CCCCCCCCCCCCCCCCO[P@@](=O)([O-])OCC[N+](C)(C)C,4.62231779,FDA,MILTEFOSINE
378.899,5.645700000000005,29.46,1,2,8,3,0.16666666666666666,27,3,0.4053557584634295,1,0,0,0.7895714285714286,0,fda_1597,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,4.97705078,FDA,OSPEMIFENE
379.50000000000017,4.361100000000004,38.77,0,4,6,2,0.4583333333333333,28,4,0.7474614915624849,0,0,0,0.7230714285714286,0,fda_1198,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,4.88029289,FDA,DONEPEZIL
1056.2389999999998,-4.329100000000012,425.54999999999984,13,16,19,2,0.5,73,4,0.046737147397394554,3,2,0,0.0,1,fda_1367,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,4.6994195,FDA,LYPRESSIN
163.264,2.2271,12.03,1,1,3,1,0.45454545454545453,12,1,0.7201830349328019,0,0,0,0.9140714285714285,0,fda_112,CNC(C)(C)Cc1ccccc1,2.91908836,FDA,MEPHENTERMINE
232.27999999999994,1.2294000000000005,104.63999999999999,2,4,6,0,0.8,16,0,0.7179858695750139,0,0,0,0.25257142857142867,0,fda_1376,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O,3.77110028,FDA,MEBUTAMATE
373.44900000000007,3.8910000000000036,46.61,0,5,5,2,0.4,26,4,0.7462318337051916,0,0,0,0.6670714285714285,0,fda_1474,CC(=O)Oc1cc2c(s1)CCN([C@H](C(=O)C1CC1)c1ccccc1F)C2,4.61686516,FDA,PRASUGREL
588.2820000000002,3.572700000000003,128.22000000000003,2,8,11,3,0.2631578947368421,32,3,0.3258129796797541,1,1,0,0.08414285714285696,1,fda_1615,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,4.9793725,FDA,MACITENTAN
194.237,2.970200000000001,38.91,1,2,0,3,0.0,15,3,0.558615089468334,0,0,1,0.7220714285714286,0,fda_1130,Nc1c2ccccc2nc2ccccc12,3.4243381,FDA,ACRISORCIN
459.5060000000003,2.699600000000001,110.75999999999999,1,6,5,3,0.28,34,5,0.6307445123645383,0,0,0,0.20885714285714296,1,fda_1571,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,6.06077814,FDA,APIXABAN
221.256,1.7906399999999998,47.56,1,3,3,1,0.4166666666666667,16,2,0.8460710155484404,0,0,0,0.6602857142857143,0,fda_1134,Cc1cc(C)cc(OC[C@@H]2CNC(=O)O2)c1,3.34436345,FDA,METAXALONE
620.735,2.2981199999999986,175.40000000000003,2,14,9,2,0.4,41,4,0.13831685783482067,2,1,0,0.0,1,fda_1425,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,5.49285269,FDA,CEFDITOREN PIVOXIL
167.296,2.4206000000000003,12.03,1,1,1,0,1.0,12,2,0.632181599279575,0,0,0,0.9140714285714285,0,fda_181,CN[C@@]1(C)[C@H]2CC[C@H](C2)C1(C)C,3.55595589,FDA,MECAMYLAMINE
354.8350000000001,1.2344999999999995,69.67,1,6,4,1,0.375,23,2,0.5001850177708402,0,0,0,0.5023571428571428,0,fda_1564,COC(=O)[C@H](c1ccccc1Cl)N1CC[C@H](S)/C(=C/C(=O)[O-])C1,4.62794828,FDA,M CLOPIDOGREL
584.105,5.090000000000003,85.86,2,9,8,3,0.4482758620689655,40,5,0.3521921877728202,2,0,0,0.3867142857142857,1,fda_1841,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,4.90723181,FDA,BRIGATINIB
1815.7079999999999,2.83330000000001,575.3400000000001,20,30,22,7,0.42045454545454547,128,15,0.04338007303185527,3,2,0,0.0,1,fda_1711,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,6.46600103,FDA,DALBAVANCIN
581.0690000000002,6.139100000000005,106.35000000000001,2,8,11,5,0.1724137931034483,40,5,0.17947949298055937,2,1,0,0.24035714285714282,1,fda_1309,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,5.74226332,FDA,LAPATINIB
137.142,-0.3149000000000006,68.00999999999999,2,3,1,1,0.0,10,1,0.3165786787720106,0,0,0,0.5142142857142857,0,fda_117,NNC(=O)c1ccncc1,3.18299389,FDA,ISONIAZID
298.34400000000005,-1.7203999999999986,119.05,2,6,6,0,0.5833333333333334,20,2,0.26045402777357496,0,0,0,0.1496428571428572,0,fda_1043,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SCC/N=C/N)C[C@H]12,3.1855762,FDA,IMIPENEM
224.26,0.9609999999999999,75.27000000000001,2,3,4,0,0.5454545454545454,16,1,0.5513835393856523,0,0,0,0.4623571428571428,0,fda_156,C=CCC1([C@H](C)CC)C(=O)NC(=O)NC1=O,4.61890173,FDA,TALBUTAL
332.353,-2.9255999999999953,129.51,5,9,2,0,0.9285714285714286,23,3,0.3608202823251693,0,0,0,0.07492857142857146,0,fda_1001,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,2.88872075,FDA,SPECTINOMYCIN
322.38800000000003,1.3302000000000003,61.19,0,5,1,2,0.3684210526315789,24,4,0.7945896150211051,0,0,1,0.5629285714285714,0,fda_1541,CN1CCC(=C2c3ccccc3CCn3c(C(=O)[O-])cnc32)CC1,4.61348534,FDA,M ALCAFTADINE
177.247,1.736,21.259999999999998,1,2,1,1,0.45454545454545453,13,2,0.705114488465338,0,0,0,0.8481428571428572,0,fda_1764,C[C@H]1NCCO[C@H]1c1ccccc1,2.89153695,FDA,PHENMETRAZINE
366.4280000000001,4.989100000000003,97.42,2,6,5,3,0.09090909090909091,28,3,0.6174794624332792,0,0,0,0.30414285714285716,0,fda_1516,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,5.61041641,FDA,RILPIVIRINE
183.25099999999998,1.1278,46.17,1,2,2,0,0.8,13,1,0.6521582317615695,0,0,0,0.6702142857142857,0,fda_1767,CCC1(CC)C(=O)NC[C@H](C)C1=O,3.55616069,FDA,METHYPRYLON
271.17299999999994,-1.7036999999999993,142.04000000000002,1,9,5,2,0.375,18,2,0.5002251734160523,0,1,0,0.0,0,fda_1644,Nc1ncnc2c1ncn2CCOCP(=O)([O-])[O-],3.8366344,FDA,ADEFOVIR
354.8350000000001,1.2344999999999995,69.67,1,6,4,1,0.375,23,2,0.5001850177708402,0,0,0,0.5023571428571428,0,fda_1565,COC(=O)[C@H](c1ccccc1Cl)N1CC[C@@H](S)/C(=C/C(=O)[O-])C1,4.66389227,FDA,M CLOPIDOGREL
195.69299999999998,2.589200000000001,12.03,1,1,0,1,0.45454545454545453,13,2,0.6712914663019366,0,0,0,0.9140714285714285,0,fda_1575,C[C@H]1CNCCc2ccc(Cl)cc21,2.96360493,FDA,LORCASERIN
529.7860000000004,4.407500000000003,59.00000000000001,1,5,5,0,0.90625,38,6,0.32490282166161777,1,0,0,0.5785714285714285,0,fda_1259,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,6.08955383,FDA,ROCURONIUM
198.22199999999998,0.5009999999999999,66.48,1,3,2,0,0.6666666666666666,14,1,0.6569080951365892,0,0,0,0.5251428571428571,0,fda_116,CCC1(CC)C(=O)NC(=O)N(C)C1=O,5.27937651,FDA,METHARBITAL
198.15399999999997,-2.430299999999999,89.89999999999999,1,5,2,0,0.5,14,2,0.4981022142507373,0,0,0,0.3578571428571429,0,fda_1034,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,3.06482768,FDA,CLAVULANATE
586.5020000000003,-4.742199999999994,313.32,6,16,9,0,1.0,34,2,0.1380615976675013,3,1,0,0.0,0,fda_1258,O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2S(=O)(=O)O)OC[C@H]1O,4.14206076,FDA,PENTOSAN POLYSULFATE
386.48,4.639100000000004,70.67,2,4,5,4,0.045454545454545456,28,4,0.5241908173512972,0,0,0,0.4952142857142857,0,fda_1527,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,5.63194036,FDA,AXITINIB
312.41,1.2853999999999997,90.64999999999999,2,5,7,0,0.75,22,1,0.6912235198580302,0,0,0,0.35250000000000004,0,fda_1289,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,3.96236801,FDA,OSELTAMIVIR
259.35299999999995,2.782700000000001,60.17,2,4,6,2,0.4,19,2,0.8371289360458547,0,0,0,0.5702142857142858,0,fda_1210,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,3.57218838,FDA,PRIMAQUINE
179.30699999999996,2.5500000000000007,26.02,1,1,1,0,1.0,13,4,0.657471607480536,0,0,0,0.8141428571428572,0,fda_1184,C[C@H](N)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,4.4405117,FDA,RIMANTADINE
352.45400000000006,2.7045000000000012,46.53,1,3,4,2,0.4090909090909091,26,5,0.6797893586378044,0,0,0,0.6676428571428572,0,fda_184,C[N@+]12CC[C@H](CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,4.21942091,FDA,CLIDINIUM
174.19899999999998,2.5594200000000007,40.46,2,2,0,2,0.09090909090909091,13,2,0.6024007223993295,0,0,0,0.7110000000000001,0,fda_1321,Cc1cc(O)c2ccccc2c1O,2.86658096,FDA,MENADIOL
434.54800000000023,2.7964,91.21000000000001,2,8,5,3,0.4782608695652174,32,5,0.6380121763709555,0,0,0,0.3484999999999999,1,fda_1845,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,5.47886133,FDA,RIBOCICLIB
